"","X","Fecha","Hora","Bosque","Transecto","Planta","Polinizador","sexo","capturado","Codigo","Observaciones","Fecha2","b","Pollinator_id","Pollinator_genus","Pollinator_sps","Pollinator_family","Periodo","julian","Year","Site"
"718",718,"11/06/21","10:30:00","1",1,"Ranunculus repens","?=48","","no",NA,"","2021-06-11","2021-06-11 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",6,161,2021,"Gorbea"
"719",719,"11/06/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-06-11","2021-06-11 NA","Apis mellifera","Apis","mellifera","Apidae",6,161,2021,"Gorbea"
"720",720,"11/06/21","10:30:00","1",1,"Bellis perennis","Eristalis sp.","","no",NA,"","2021-06-11","2021-06-11 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",6,161,2021,"Gorbea"
"721",721,"11/06/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-06-11","2021-06-11 NA","Apis mellifera","Apis","mellifera","Apidae",6,161,2021,"Gorbea"
"722",722,"11/06/21","10:30:00","1",1,"Bellis perennis","Apis mellifera","","no",NA,"","2021-06-11","2021-06-11 NA","Apis mellifera","Apis","mellifera","Apidae",6,161,2021,"Gorbea"
"723",723,"11/06/21","10:30:00","1",1,"Ranunculus repens","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"724",724,"11/06/21","10:30:00","1",1,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"725",725,"11/06/21","10:30:00","1",1,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"726",726,"11/06/21","10:30:00","1",1,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"727",727,"11/06/21","10:30:00","1",1,"Ranunculus repens","?=29","","no",NA,"","2021-06-11","2021-06-11 NA","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae",6,161,2021,"Gorbea"
"728",728,"11/06/21","10:30:00","1",1,"Vicia pyrenaica","?=70","","no",NA,"","2021-06-11","2021-06-11 NA","Eucera nigrescens","Eucera","nigrescens","Apidae",6,161,2021,"Gorbea"
"729",729,"11/06/21","10:30:00","1",1,"Geranium robertianum","Macroglossum stellatarum","","no",NA,"","2021-06-11","2021-06-11 NA","Macroglossum stellatarum","Macroglossum","stellatarum","Lepidoptera",6,161,2021,"Gorbea"
"730",730,"11/06/21","13:15:00","1",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-11","2021-06-11 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,161,2021,"Gorbea"
"731",731,"11/06/21","13:15:00","1",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-11","2021-06-11 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,161,2021,"Gorbea"
"732",732,"11/06/21","13:15:00","1",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-11","2021-06-11 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,161,2021,"Gorbea"
"733",733,"11/06/21","13:15:00","1",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-11","2021-06-11 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,161,2021,"Gorbea"
"734",734,"11/06/21","13:15:00","1",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-11","2021-06-11 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,161,2021,"Gorbea"
"735",735,"11/06/21","13:15:00","1",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-11","2021-06-11 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,161,2021,"Gorbea"
"736",736,"11/06/21","13:15:00","1",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-11","2021-06-11 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,161,2021,"Gorbea"
"737",737,"11/06/21","13:15:00","1",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-11","2021-06-11 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,161,2021,"Gorbea"
"738",738,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"739",739,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"740",740,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"741",741,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"742",742,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"743",743,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"744",744,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"745",745,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"746",746,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"747",747,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"748",748,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"749",749,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"750",750,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"751",751,"11/06/21","13:15:00","1",2,"Bellis perennis","?=44","","no",NA,"","2021-06-11","2021-06-11 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,161,2021,"Gorbea"
"752",752,"11/06/21","13:15:00","1",2,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-06-11","2021-06-11 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",6,161,2021,"Gorbea"
"753",753,"11/06/21","13:15:00","1",2,"Vicia pyrenaica","Bombus pascuorum","","no",NA,"","2021-06-11","2021-06-11 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",6,161,2021,"Gorbea"
"754",754,"11/06/21","13:15:00","1",2,"Vicia pyrenaica","Bombus pascuorum","","no",NA,"","2021-06-11","2021-06-11 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",6,161,2021,"Gorbea"
"755",755,"11/06/21","13:15:00","1",2,"Vicia pyrenaica","Bombus pascuorum","","no",NA,"","2021-06-11","2021-06-11 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",6,161,2021,"Gorbea"
"756",756,"11/06/21","13:15:00","1",2,"Vicia pyrenaica","Bombus pascuorum","","no",NA,"","2021-06-11","2021-06-11 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",6,161,2021,"Gorbea"
"757",757,"11/06/21","13:15:00","1",2,"Vicia pyrenaica","?=70","","no",NA,"","2021-06-11","2021-06-11 NA","Eucera nigrescens","Eucera","nigrescens","Apidae",6,161,2021,"Gorbea"
"758",758,"11/06/21","13:15:00","1",2,"Vicia pyrenaica","?=70","","no",NA,"","2021-06-11","2021-06-11 NA","Eucera nigrescens","Eucera","nigrescens","Apidae",6,161,2021,"Gorbea"
"759",759,"11/06/21","13:15:00","1",2,"Vicia pyrenaica","?=70","","no",NA,"","2021-06-11","2021-06-11 NA","Eucera nigrescens","Eucera","nigrescens","Apidae",6,161,2021,"Gorbea"
"760",760,"11/06/21","13:15:00","1",2,"Vicia pyrenaica","?=70","","no",NA,"","2021-06-11","2021-06-11 NA","Eucera nigrescens","Eucera","nigrescens","Apidae",6,161,2021,"Gorbea"
"761",761,"11/06/21","13:15:00","1",2,"Hutchinsia alpina","Sphaerophoria scripta","","no",NA,"","2021-06-11","2021-06-11 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,161,2021,"Gorbea"
"762",762,"11/06/21","13:15:00","1",2,"Bellis perennis","Episyrphus balteatus","","no",NA,"","2021-06-11","2021-06-11 NA","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",6,161,2021,"Gorbea"
"763",763,"11/06/21","13:15:00","1",2,"Pilosella officinarum","Sphaerophoria scripta","","no",NA,"","2021-06-11","2021-06-11 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,161,2021,"Gorbea"
"764",764,"11/06/21","13:15:00","1",2,"Ranunculus repens","Episyrphus balteatus","","no",NA,"","2021-06-11","2021-06-11 NA","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",6,161,2021,"Gorbea"
"765",765,"15/06/21","10:45:00","2",1,"Ranunculus repens","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"766",766,"15/06/21","10:45:00","2",1,"Ranunculus repens","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"767",767,"15/06/21","10:45:00","2",1,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-06-15","2021-06-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",6,165,2021,"Gorbea"
"768",768,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"769",769,"15/06/21","10:45:00","2",1,"Bellis perennis","","","si",82,"","2021-06-15","2021-06-15 82","Eupeodes luniger","Eupeodes","luniger","Syrphidae",6,165,2021,"Gorbea"
"770",770,"15/06/21","10:45:00","2",1,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"771",771,"15/06/21","10:45:00","2",1,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"772",772,"15/06/21","10:45:00","2",1,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"773",773,"15/06/21","10:45:00","2",1,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"774",774,"15/06/21","10:45:00","2",1,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"775",775,"15/06/21","10:45:00","2",1,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"776",776,"15/06/21","10:45:00","2",1,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"777",777,"15/06/21","10:45:00","2",1,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"778",778,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"779",779,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"780",780,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"781",781,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"782",782,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"783",783,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"784",784,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"785",785,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"786",786,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"787",787,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"788",788,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"789",789,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"790",790,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"791",791,"15/06/21","10:45:00","2",1,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"792",792,"15/06/21","10:45:00","2",1,"Ranunculus repens","?=C60","","",NA,"","2021-06-15","2021-06-15 NA","Diptera","Diptera","","Diptera",6,165,2021,"Gorbea"
"793",793,"15/06/21","10:45:00","2",1,"Ranunculus repens","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"794",794,"15/06/21","13:30:00","2",2,"Ranunculus repens","Eristalis tenax","","",NA,"","2021-06-15","2021-06-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",6,165,2021,"Gorbea"
"795",795,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"796",796,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"797",797,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"798",798,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"799",799,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"800",800,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"801",801,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"802",802,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"803",803,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"804",804,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"805",805,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"806",806,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"807",807,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"808",808,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"809",809,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"810",810,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"811",811,"15/06/21","13:30:00","2",2,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"812",812,"15/06/21","13:30:00","2",2,"Bellis perennis","?=C64","","",NA,"","2021-06-15","2021-06-15 NA","Platycheirus albimanus","Platycheirus","albimanus","Syrphidae",6,165,2021,"Gorbea"
"813",813,"15/06/21","13:30:00","2",2,"Lotus corniculatus","Bombus pascuorum","","",NA,"","2021-06-15","2021-06-15 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",6,165,2021,"Gorbea"
"814",814,"15/06/21","13:30:00","2",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"815",815,"15/06/21","13:30:00","2",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"816",816,"15/06/21","13:30:00","2",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"817",817,"15/06/21","13:30:00","2",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"818",818,"15/06/21","13:30:00","2",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"819",819,"15/06/21","13:30:00","2",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"820",820,"15/06/21","13:30:00","2",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"821",821,"15/06/21","13:30:00","2",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"822",822,"15/06/21","13:30:00","2",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"823",823,"15/06/21","13:30:00","2",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"824",824,"15/06/21","13:30:00","2",2,"Ranunculus repens","Eristalis sp.","","no",NA,"","2021-06-15","2021-06-15 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",6,165,2021,"Gorbea"
"825",825,"15/06/21","13:30:00","2",2,"Pilosella officinarum","?=54","","no",NA,"","2021-06-15","2021-06-15 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",6,165,2021,"Gorbea"
"826",826,"15/06/21","13:30:00","2",2,"Ranunculus repens","Episyrphus balteatus","","no",NA,"","2021-06-15","2021-06-15 NA","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",6,165,2021,"Gorbea"
"827",827,"15/06/21","13:30:00","2",2,"Taraxacum sp.","?=54","","no",NA,"","2021-06-15","2021-06-15 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",6,165,2021,"Gorbea"
"828",828,"15/06/21","13:30:00","2",2,"Ranunculus repens","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"829",829,"15/06/21","13:30:00","2",2,"Plantago sp.","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"830",830,"15/06/21","16:10:00","2",3,"Ranunculus repens","Apis mellifera","","",NA,"","2021-06-15","2021-06-15 NA","Apis mellifera","Apis","mellifera","Apidae",6,165,2021,"Gorbea"
"831",831,"15/06/21","16:10:00","2",3,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"832",832,"15/06/21","16:10:00","2",3,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"833",833,"15/06/21","16:10:00","2",3,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"834",834,"15/06/21","16:10:00","2",3,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"835",835,"15/06/21","16:10:00","2",3,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
"836",836,"15/06/21","16:10:00","2",3,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"837",837,"15/06/21","16:10:00","2",3,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"838",838,"15/06/21","16:10:00","2",3,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"839",839,"15/06/21","16:10:00","2",3,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"840",840,"15/06/21","16:10:00","2",3,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"841",841,"15/06/21","16:10:00","2",3,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"842",842,"15/06/21","16:10:00","2",3,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"843",843,"15/06/21","16:10:00","2",3,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"844",844,"15/06/21","16:10:00","2",3,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"845",845,"15/06/21","16:10:00","2",3,"Bellis perennis","?=44","","no",NA,"","2021-06-15","2021-06-15 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",6,165,2021,"Gorbea"
"846",846,"15/06/21","16:10:00","2",3,"Pedicularis sylvatica subsp. sylvatica","Sphaerophoria scripta","","no",NA,"","2021-06-15","2021-06-15 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",6,165,2021,"Gorbea"
