"","Fecha","Hora","Bosque","Transecto","Planta","Polinizador","sexo","capturado","Codigo","Observaciones","Fecha2","b","Polinizador_curro","Pollinator_genus","Pollinator_sps","Pollinator_family","Periodo","julian"
"306","18/05/21","10:40:00",2,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-18,"2021-05-18 NA","Apis mellifera","Apis","mellifera","Apidae","5",137
"307","18/05/21","10:40:00",2,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-18,"2021-05-18 NA","Apis mellifera","Apis","mellifera","Apidae","5",137
"308","18/05/21","10:40:00",2,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-18,"2021-05-18 NA","Apis mellifera","Apis","mellifera","Apidae","5",137
"309","18/05/21","10:40:00",2,"1","Cardamine pratensis","Anthocharis cardamines","hembra","no",NA,"",2021-05-18,"2021-05-18 NA","Anthocharis cardamines","Anthocharis","cardamines","Lepidoptera","5",137
"310","18/05/21","10:40:00",2,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-18,"2021-05-18 NA","Apis mellifera","Apis","mellifera","Apidae","5",137
"311","18/05/21","10:40:00",2,"1","Cardamine pratensis","?=C42","","no",NA,"bombilidae",2021-05-18,"2021-05-18 NA","Bombylius sp","Bombylius","sp","Bombyliidae","5",137
"312","18/05/21","10:40:00",2,"1","Ranunculus repens","Pyrgus malvoides","","no",NA,"",2021-05-18,"2021-05-18 NA","Pyrgus malvoides","Pyrgus","malvoides","Lepidoptera","5",137
"313","18/05/21","13:40:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-18,"2021-05-18 NA","Apis mellifera","Apis","mellifera","Apidae","5",137
"314","18/05/21","13:40:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-18,"2021-05-18 NA","Apis mellifera","Apis","mellifera","Apidae","5",137
"315","18/05/21","13:40:00",2,"2","Taraxacum sp.","?=42","","no",NA,"",2021-05-18,"2021-05-18 NA","Bombus sylvestris","Bombus","sylvestris","Apidae","5",137
"316","18/05/21","13:40:00",2,"2","Ranunculus repens","coleopteros liña laranxa foto","","no",NA,"",2021-05-18,"2021-05-18 NA","coleopteros liña laranxa foto","coleopteros","liña laranxa foto","Coleoptera","5",137
"317","20/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"318","20/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"319","20/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"320","20/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"321","20/05/21","10:30:00",1,"1","Bellis perennis","Eupeodes sp.","","no",NA,"",2021-05-20,"2021-05-20 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","4",139
"322","20/05/21","10:30:00",1,"1","Bellis perennis","","","si",44,"",2021-05-20,"2021-05-20 44","Lucilia caesar","Lucilia","caesar","Calliphoridae","4",139
"323","20/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"324","20/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"325","20/05/21","10:30:00",1,"1","Bellis perennis","?=44","","no",NA,"",2021-05-20,"2021-05-20 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae","4",139
"326","20/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"327","20/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"328","20/05/21","10:30:00",1,"1","Bellis perennis","?=44","","no",NA,"",2021-05-20,"2021-05-20 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae","4",139
"329","20/05/21","10:30:00",1,"1","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-20,"2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","4",139
"330","20/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"331","20/05/21","10:30:00",1,"1","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-05-20,"2021-05-20 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","4",139
"332","20/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"333","20/05/21","10:30:00",1,"1","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-20,"2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","4",139
"334","20/05/21","10:30:00",1,"1","Bellis perennis","Eristalis tenax","","no",NA,"",2021-05-20,"2021-05-20 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","4",139
"335","20/05/21","10:30:00",1,"1","Erysimum gorbeanum","?=26","","no",NA,"",2021-05-20,"2021-05-20 NA","Andrena bicolor","Andrena","bicolor","Andrenidae","4",139
"336","20/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"337","20/05/21","10:30:00",1,"1","Taraxacum sp.","Eristalis sp.","","no",NA,"",2021-05-20,"2021-05-20 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","4",139
"338","20/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"339","20/05/21","10:30:00",1,"1","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-20,"2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","4",139
"340","20/05/21","13:30:00",1,"2","Veronica sp.","?=C42","","",NA,"",2021-05-20,"2021-05-20 NA","Bombylius sp","Bombylius","sp","Bombyliidae","4",139
"341","20/05/21","13:30:00",1,"2","Scilla verna","","","",46,"",2021-05-20,"2021-05-20 46","Empis sp","Empis","sp","Empididae","4",139
"342","20/05/21","13:30:00",1,"2","Vicia pyrenaica","","","",51,"",2021-05-20,"2021-05-20 51","Eucera nigrescens","Eucera","nigrescens","Apidae","4",139
"343","20/05/21","13:30:00",1,"2","Erysimum gorbeanum","Sphaerophoria scripta","hembra","no",NA,"",2021-05-20,"2021-05-20 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",139
"344","20/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-20,"2021-05-20 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",139
"345","20/05/21","13:30:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"346","20/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-20,"2021-05-20 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",139
"347","20/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-20,"2021-05-20 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",139
"348","20/05/21","13:30:00",1,"2","Scilla verna","?=C23","","no",NA,"",2021-05-20,"2021-05-20 NA","Orthoptera","Orthoptera","","Orthoptera","4",139
"349","20/05/21","13:30:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"350","20/05/21","13:30:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"351","20/05/21","13:30:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"352","20/05/21","13:30:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-20,"2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae","4",139
"353","20/05/21","13:30:00",1,"2","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-20,"2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","4",139
"354","20/05/21","13:30:00",1,"2","Ranunculus repens","?=39","","no",NA,"",2021-05-20,"2021-05-20 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",139
"355","20/05/21","13:30:00",1,"2","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-20,"2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","4",139
"356","20/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-20,"2021-05-20 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",139
"357","20/05/21","13:30:00",1,"2","Bellis perennis","","","",48,"",2021-05-20,"2021-05-20 48","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","4",139
"358","20/05/21","16:00:00",1,"3","Veronica sp.","Lasiommata maera","","no",NA,"",2021-05-20,"2021-05-20 NA","Lasiommata maera","Lasiommata","maera","Lepidoptera","4",139
"359","20/05/21","16:00:00",1,"3","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-20,"2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","4",139
"360","20/05/21","16:00:00",1,"3","Vicia pyrenaica","?=30","","no",NA,"",2021-05-20,"2021-05-20 NA","Anthophora plumipes","Anthophora","plumipes","Apidae","4",139
"361","20/05/21","16:00:00",1,"3","Vicia pyrenaica","","","si",49,"",2021-05-20,"2021-05-20 49","Eucera sp","Eucera","sp","Apidae","4",139
"362","20/05/21","16:00:00",1,"3","Vicia pyrenaica","?=C42","","no",NA,"",2021-05-20,"2021-05-20 NA","Bombylius sp","Bombylius","sp","Bombyliidae","4",139
"363","20/05/21","16:00:00",1,"3","Bellis perennis","","","si",50,"",2021-05-20,"2021-05-20 50","Eupeodes corollae","Eupeodes","corollae","Syrphidae","4",139
"364","20/05/21","16:00:00",1,"3","Erinus alpinus","?=C42","","no",NA,"",2021-05-20,"2021-05-20 NA","Bombylius sp","Bombylius","sp","Bombyliidae","4",139
"365","20/05/21","16:00:00",1,"3","Vicia pyrenaica","?=47","","no",NA,"",2021-05-20,"2021-05-20 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","4",139
"366","20/05/21","16:00:00",1,"3","Erysimum gorbeanum","Vanessa cardui","","no",NA,"",2021-05-20,"2021-05-20 NA","Vanessa cardui","Vanessa","cardui","Lepidoptera","4",139
"367","20/05/21","16:00:00",1,"3","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-20,"2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","4",139
"368","20/05/21","16:00:00",1,"3","Vicia pyrenaica","?=30","","no",NA,"",2021-05-20,"2021-05-20 NA","Anthophora plumipes","Anthophora","plumipes","Apidae","4",139
"369","20/05/21","16:00:00",1,"3","Erysimum gorbeanum","Macroglossum stellatarum","","no",NA,"",2021-05-20,"2021-05-20 NA","Macroglossum stellatarum","Macroglossum","stellatarum","Lepidoptera","4",139
"370","25/05/21","13:30:00",5,"2","Potentilla erecta","","","si",51,"",2021-05-25,"2021-05-25 51","Myolepta sp","Myolepta","sp","Syrphidae","4",144
"371","25/05/21","13:30:00",5,"2","Scilla verna","?=11","","no",NA,"",2021-05-25,"2021-05-25 NA","Empis sp","Empis","sp","Empididae","4",144
"372","25/05/21","13:30:00",5,"2","Scilla verna","?=11","","no",NA,"",2021-05-25,"2021-05-25 NA","Empis sp","Empis","sp","Empididae","4",144
"373","25/05/21","13:30:00",5,"2","Scilla verna","?=11","","no",NA,"",2021-05-25,"2021-05-25 NA","Empis sp","Empis","sp","Empididae","4",144
"374","25/05/21","13:30:00",5,"2","Scorzonera humilis","?=51","","no",NA,"",2021-05-25,"2021-05-25 NA","Myolepta sp","Myolepta","sp","Syrphidae","4",144
"375","25/05/21","13:30:00",5,"2","Potentilla erecta","?=52","","no",NA,"",2021-05-25,"2021-05-25 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae","4",144
"376","25/05/21","13:30:00",5,"2","Scorzonera humilis","?=52","","no",NA,"",2021-05-25,"2021-05-25 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae","4",144
"377","25/05/21","13:30:00",5,"2","Ranunculus repens","?=51","","no",NA,"",2021-05-25,"2021-05-25 NA","Myolepta sp","Myolepta","sp","Syrphidae","4",144
"378","25/05/21","13:30:00",5,"2","Ranunculus repens","?=52","","no",NA,"",2021-05-25,"2021-05-25 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae","4",144
"379","25/05/21","15:30:00",5,"3","Ranunculus repens","?=51","","no",NA,"",2021-05-25,"2021-05-25 NA","Myolepta sp","Myolepta","sp","Syrphidae","4",144
"380","25/05/21","15:30:00",5,"3","Ranunculus repens","?=52","","no",NA,"",2021-05-25,"2021-05-25 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae","4",144
"381","25/05/21","15:30:00",5,"3","Ranunculus repens","?=52","","no",NA,"",2021-05-25,"2021-05-25 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae","4",144
"382","25/05/21","15:30:00",5,"3","Pedicularis sylvatica subsp. sylvatica","Bombus terrestris","","no",NA,"",2021-05-25,"2021-05-25 NA","Bombus terrestris","Bombus","terrestris","Apidae","4",144
"383","25/05/21","15:30:00",5,"3","Ranunculus repens","?=52","","no",NA,"",2021-05-25,"2021-05-25 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae","4",144
"384","26/05/21","10:45:00",3,"1","Ranunculus repens","Episyrphus balteatus","","no",NA,"",2021-05-26,"2021-05-26 NA","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae","5",145
"385","26/05/21","10:45:00",3,"1","Pedicularis sylvatica subsp. sylvatica","Bombus lapidarius","","no",NA,"",2021-05-26,"2021-05-26 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","5",145
"386","26/05/21","13:30:00",3,"2","Ranunculus repens","?=40","","no",NA,"",2021-05-26,"2021-05-26 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","5",145
"387","26/05/21","13:30:00",3,"2","Ranunculus repens","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"388","26/05/21","13:30:00",3,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-26,"2021-05-26 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",145
"389","26/05/21","13:30:00",3,"2","Potentilla erecta","?=40","","no",NA,"",2021-05-26,"2021-05-26 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","5",145
"390","26/05/21","13:30:00",3,"2","Potentilla montana","?=40","","no",NA,"",2021-05-26,"2021-05-26 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","5",145
"391","26/05/21","13:30:00",3,"2","Ranunculus repens","Sphaerophoria scripta","hembra","no",NA,"",2021-05-26,"2021-05-26 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",145
"392","26/05/21","13:30:00",3,"2","Ranunculus repens","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"393","26/05/21","13:30:00",3,"2","Ranunculus repens","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"394","26/05/21","13:30:00",3,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-26,"2021-05-26 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",145
"395","26/05/21","13:30:00",3,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-26,"2021-05-26 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",145
"396","26/05/21","13:30:00",3,"2","Ranunculus repens","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"397","26/05/21","13:30:00",3,"2","Ranunculus repens","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"398","26/05/21","13:30:00",3,"2","Ranunculus repens","?=40","","no",NA,"",2021-05-26,"2021-05-26 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","5",145
"399","26/05/21","13:30:00",3,"2","Ranunculus repens","","","si",53,"",2021-05-26,"2021-05-26 53","Melanostoma scalare","Melanostoma","scalare","Syrphidae","5",145
"400","26/05/21","13:30:00",3,"2","Pedicularis sylvatica subsp. sylvatica","Bombus lapidarius","","no",NA,"",2021-05-26,"2021-05-26 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","5",145
"401","26/05/21","13:30:00",3,"2","Helianthemum nummularium","","","si",54,"",2021-05-26,"2021-05-26 54","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"402","26/05/21","13:30:00",3,"2","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-26,"2021-05-26 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","5",145
"403","26/05/21","13:30:00",3,"2","Bellis perennis","","","si",55,"no mesmo tarro",2021-05-26,"2021-05-26 55","Lucilia caesar","Lucilia","caesar","Calliphoridae","5",145
"404","26/05/21","13:30:00",3,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-26,"2021-05-26 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",145
"405","26/05/21","16:00:00",3,"3","Ranunculus repens","?=91","","no",NA,"",2021-05-26,"2021-05-26 NA","Chrysolina sp","Chrysolina","sp","Chrysomelidae","5",145
"406","26/05/21","16:00:00",3,"3","Ranunculus repens","?=40","","no",NA,"",2021-05-26,"2021-05-26 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","5",145
"407","26/05/21","16:00:00",3,"3","Ranunculus repens","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"408","26/05/21","16:00:00",3,"3","Pilosella officinarum","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"409","26/05/21","16:00:00",3,"3","Hypocrepis comosa","Apis mellifera","","no",NA,"",2021-05-26,"2021-05-26 NA","Apis mellifera","Apis","mellifera","Apidae","5",145
"410","26/05/21","16:00:00",3,"3","Lotus corniculatus","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"411","26/05/21","16:00:00",3,"3","Ranunculus repens","?=40","","no",NA,"",2021-05-26,"2021-05-26 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","5",145
"412","26/05/21","16:00:00",3,"3","Ranunculus repens","?=40","","no",NA,"",2021-05-26,"2021-05-26 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","5",145
"413","26/05/21","16:00:00",3,"3","Bellis perennis","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"414","26/05/21","16:00:00",3,"3","Bellis perennis","","","si",58,"",2021-05-26,"2021-05-26 58","Eupeodes corollae","Eupeodes","corollae","Syrphidae","5",145
"415","26/05/21","16:00:00",3,"3","Ranunculus repens","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"416","26/05/21","16:00:00",3,"3","Potentilla erecta","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"417","26/05/21","16:00:00",3,"3","Potentilla erecta","Sphaerophoria scripta","macho","no",NA,"",2021-05-26,"2021-05-26 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",145
"418","26/05/21","16:00:00",3,"3","Ranunculus repens","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"419","26/05/21","16:00:00",3,"3","Ranunculus repens","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"420","26/05/21","16:00:00",3,"3","Ranunculus repens","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"421","26/05/21","16:00:00",3,"3","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-26,"2021-05-26 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",145
"422","26/05/21","16:00:00",3,"3","Lathyrus linifolius","Bombus lapidarius","","no",NA,"",2021-05-26,"2021-05-26 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","5",145
"423","26/05/21","16:00:00",3,"3","Thymus praecox subsp. polytrichus","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"424","26/05/21","16:00:00",3,"3","Ranunculus repens","?=54","","no",NA,"",2021-05-26,"2021-05-26 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",145
"425","26/05/21","16:00:00",3,"3","Bellis perennis","?=55","","no",NA,"",2021-05-26,"2021-05-26 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae","5",145
"426","27/05/21","10:30:00",4,"1","Ranunculus repens","?=48","","no",NA,"",2021-05-27,"2021-05-27 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",146
"427","27/05/21","10:30:00",4,"1","Taraxacum sp.","?=48","","no",NA,"",2021-05-27,"2021-05-27 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",146
"428","27/05/21","10:30:00",4,"1","Polygala vulgaris","Macroglossum stellatarum","","no",NA,"",2021-05-27,"2021-05-27 NA","Macroglossum stellatarum","Macroglossum","stellatarum","Lepidoptera","3",146
"429","27/05/21","10:30:00",4,"1","Veronica officinalis","?=48","","no",NA,"",2021-05-27,"2021-05-27 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",146
"430","27/05/21","10:30:00",4,"1","Veronica officinalis","Eupeodes sp.","","no",NA,"",2021-05-27,"2021-05-27 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","3",146
"431","27/05/21","10:30:00",4,"1","Veronica officinalis","Eupeodes sp.","","no",NA,"",2021-05-27,"2021-05-27 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","3",146
"432","27/05/21","10:30:00",4,"1","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-27,"2021-05-27 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","3",146
"433","27/05/21","10:30:00",4,"1","Ranunculus repens","?=C23","","no",NA,"",2021-05-27,"2021-05-27 NA","Orthoptera","Orthoptera","","Orthoptera","3",146
"434","27/05/21","10:30:00",4,"1","Ranunculus repens","Oedemera nobilis","hembra","no",NA,"",2021-05-27,"2021-05-27 NA","Oedemera nobilis","Oedemera","nobilis","Oedemeridae","3",146
"435","27/05/21","10:30:00",4,"1","Ranunculus repens","?=59","","no",NA,"",2021-05-27,"2021-05-27 NA","Diptera","Diptera","","Diptera","3",146
"436","27/05/21","10:30:00",4,"1","Ranunculus repens","?=59","","no",NA,"",2021-05-27,"2021-05-27 NA","Diptera","Diptera","","Diptera","3",146
"437","27/05/21","10:30:00",4,"1","Ranunculus repens","","","si",60,"",2021-05-27,"2021-05-27 60","Andrena nitida","Andrena","nitida","Andrenidae","3",146
"438","27/05/21","10:30:00",4,"1","Ranunculus repens","?=59","","no",NA,"",2021-05-27,"2021-05-27 NA","Diptera","Diptera","","Diptera","3",146
"439","27/05/21","13:15:00",4,"2","Potentilla erecta","","","si",61,"",2021-05-27,"2021-05-27 61","Lasioglossum punctatissimum","Lasioglossum","punctatissimum","Halictidae","3",146
"440","27/05/21","13:15:00",4,"2","Bellis perennis","Eupeodes sp.","","no",NA,"",2021-05-27,"2021-05-27 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","3",146
"441","27/05/21","13:15:00",4,"2","Potentilla erecta","?=61","","no",NA,"",2021-05-27,"2021-05-27 NA","Lasioglossum punctatissimum","Lasioglossum","punctatissimum","Halictidae","3",146
"442","27/05/21","13:15:00",4,"2","Potentilla erecta","?=61","","no",NA,"",2021-05-27,"2021-05-27 NA","Lasioglossum punctatissimum","Lasioglossum","punctatissimum","Halictidae","3",146
"443","27/05/21","13:15:00",4,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-27,"2021-05-27 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","3",146
"444","27/05/21","13:15:00",4,"2","Potentilla erecta","Sphaerophoria scripta","macho","no",NA,"",2021-05-27,"2021-05-27 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","3",146
"445","27/05/21","13:15:00",4,"2","Polygala vulgaris","Pyrgus sp.","","no",NA,"",2021-05-27,"2021-05-27 NA","Pyrgus sp.","Pyrgus","sp.","Lepidoptera","3",146
"446","27/05/21","13:15:00",4,"2","Ranunculus repens","Sphaerophoria scripta","macho","no",NA,"",2021-05-27,"2021-05-27 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","3",146
"447","27/05/21","13:15:00",4,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-27,"2021-05-27 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","3",146
"448","27/05/21","13:15:00",4,"2","Potentilla erecta","?=62","","no",NA,"",2021-05-27,"2021-05-27 NA","Formicidae","Formicidae","","Formicidae","3",146
"449","27/05/21","13:15:00",4,"2","Potentilla erecta","?=62","","no",NA,"",2021-05-27,"2021-05-27 NA","Formicidae","Formicidae","","Formicidae","3",146
"450","27/05/21","13:15:00",4,"2","Potentilla erecta","?=62","","no",NA,"",2021-05-27,"2021-05-27 NA","Formicidae","Formicidae","","Formicidae","3",146
"451","27/05/21","13:15:00",4,"2","Polygala vulgaris","","","si",63,"",2021-05-27,"2021-05-27 63","Bombus sylvestris","Bombus","sylvestris","Apidae","3",146
"452","27/05/21","16:00:00",4,"3","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-27,"2021-05-27 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","3",146
"453","27/05/21","16:00:00",4,"3","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-27,"2021-05-27 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","3",146
