"","Fecha","Hora","Bosque","Periodo","Transecto","entrada","Planta","capturado","Codigo","Order","Pollinator_genus","Pollinator_sps","Pollinator_family","Pollinator_id","Fecha2","julian"
"889","25.05.2021","9:30","Pinar Villamanrique Este (Chaparral)",9,1,6,"Myrtus communis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-05-25,144
"890","25.05.2021","9:30","Pinar Villamanrique Este (Chaparral)",9,1,7,"Myrtus communis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-05-25,144
"891","25.05.2021","9:30","Pinar Villamanrique Este (Chaparral)",9,1,8,"Myrtus communis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-05-25,144
"892","25.05.2021","9:30","Pinar Villamanrique Este (Chaparral)",9,1,9,"Myrtus communis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-05-25,144
"893","25.05.2021","9:30","Pinar Villamanrique Este (Chaparral)",9,1,10,"Echium plantagineum","si","VET9-01","Diptera","","",""," ",2021-05-25,144
"894","25.05.2021","9:30","Pinar Villamanrique Este (Chaparral)",9,1,11,"Andryala integrifolia","si","VET9-02","Hymenoptera","Panurgus","perezi","Andrenidae","Panurgus perezi",2021-05-25,144
"895","25.05.2021","13:00","Pinar Villamanrique Este (Chaparral)",9,2,1,"Echium plantagineum","si","VET9-03","Hymenoptera","Hoplitis","sp","Megachilidae","Hoplitis sp",2021-05-25,144
"896","25.05.2021","13:00","Pinar Villamanrique Este (Chaparral)",9,2,2,"Echium plantagineum","idem VET9-03","","","","",""," ",2021-05-25,144
"897","25.05.2021","13:00","Pinar Villamanrique Este (Chaparral)",9,2,3,"Echium plantagineum","no","","Hymenoptera","Anthophora","femorata","Apidae","Anthophora femorata",2021-05-25,144
"898","25.05.2021","16:00","Pinar Villamanrique Este (Chaparral)",9,3,1,"Echium plantagineum","si","VET9-04","Hymenoptera","Hoplitis","papaveris","Megachilidae","Hoplitis papaveris",2021-05-25,144
"899","25.05.2021","16:00","Pinar Villamanrique Este (Chaparral)",9,3,2,"Echium plantagineum","si","VET9-05","Hymenoptera","Hoplitis","sp","Megachilidae","Hoplitis sp",2021-05-25,144
"900","25.05.2021","16:00","Pinar Villamanrique Este (Chaparral)",9,3,3,"Echium plantagineum","si","VET9-06","Hymenoptera","Hoplitis","sp","Megachilidae","Hoplitis sp",2021-05-25,144
"901","25.05.2021","16:00","Pinar Villamanrique Este (Chaparral)",9,3,4,"Echium plantagineum","idem VET9-06","","","","",""," ",2021-05-25,144
"902","25.05.2021","16:00","Pinar Villamanrique Este (Chaparral)",9,3,5,"Echium plantagineum","idem VET9-06","","","","",""," ",2021-05-25,144
"903","25.05.2021","16:00","Pinar Villamanrique Este (Chaparral)",9,3,6,"Echium plantagineum","idem VET9-06","","","","",""," ",2021-05-25,144
"904","25.05.2021","16:00","Pinar Villamanrique Este (Chaparral)",9,3,7,"Echium plantagineum","idem VET9-06","","","","",""," ",2021-05-25,144
"905","25.05.2021","16:00","Pinar Villamanrique Este (Chaparral)",9,3,8,"Scolymus hispanicus","no","","Hymenoptera","Dasypoda","visnaga","Melittidae","Dasypoda visnaga",2021-05-25,144
"906","04.03.2021","9:30","Pinar Villamanrique Sur",1,1,1,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-04,62
"907","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,1,"Cistus salviifolius","si","VST1-01","Hymenoptera","Lasioglossum","immunitum","Halictidae","Lasioglossum immunitum",2021-03-04,62
"908","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,2,"Cistus salviifolius","idem VST1-01","","Hymenoptera","Lasioglossum","sp","Halictidae","Lasioglossum sp",2021-03-04,62
"909","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,3,"Cistus salviifolius","si","VST1-02","Hymenoptera","Lasioglossum","immunitum","Halictidae","Lasioglossum immunitum",2021-03-04,62
"910","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,4,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-04,62
"911","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,5,"Cistus salviifolius","si","VST1-03","Diptera","Eristalis","tenax","Syrphidae","Eristalis tenax",2021-03-04,62
"912","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,6,"Cistus salviifolius","si","VST1-04","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-03-04,62
"913","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,7,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"914","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,8,"Cistus salviifolius","idem VST1-01","","Hymenoptera","Lasioglossum","sp","Halictidae","Lasioglossum sp",2021-03-04,62
"915","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,9,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"916","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,10,"Cistus salviifolius","no","","Coleoptera","Psilothrix","viridicoerulea","Melyridae","Psilothrix viridicoerulea",2021-03-04,62
"917","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,11,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-04,62
"918","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,12,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"919","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,13,"Cistus salviifolius","idem VST1-01","","Hymenoptera","Lasioglossum","sp","Halictidae","Lasioglossum sp",2021-03-04,62
"920","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,14,"Cistus salviifolius","si","VST1-05","Diptera","Meliscaeva","auricollis","Syrphidae","Meliscaeva auricollis",2021-03-04,62
"921","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,15,"Cistus salviifolius","no","","Coleoptera","Psilothrix","viridicoerulea","Melyridae","Psilothrix viridicoerulea",2021-03-04,62
"922","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,16,"Cistus salviifolius","idem HVS1-05","","Diptera","","",""," ",2021-03-04,62
"923","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,17,"Cistus salviifolius","no","","Coleoptera","Psilothrix","viridicoerulea","Melyridae","Psilothrix viridicoerulea",2021-03-04,62
"924","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,18,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"925","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,19,"Cistus salviifolius","no","","Coleoptera","Psilothrix","viridicoerulea","Melyridae","Psilothrix viridicoerulea",2021-03-04,62
"926","04.03.2021","13:00","Pinar Villamanrique Sur",1,2,20,"Cistus salviifolius","idem HVS1-05","","Diptera","","",""," ",2021-03-04,62
"927","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,1,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"928","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,2,"Cistus salviifolius","si","VST1-06","Hymenoptera","Lasioglossum","morio","Halictidae","Lasioglossum morio",2021-03-04,62
"929","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,3,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"930","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,4,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"931","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,5,"Cistus salviifolius","idem HVS1-04","","Diptera","","",""," ",2021-03-04,62
"932","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,6,"Cistus salviifolius","idem HVS1-04","","Diptera","","",""," ",2021-03-04,62
"933","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,7,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"934","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,8,"Cistus salviifolius","no","","Coleoptera","Psilothrix","viridicoerulea","Melyridae","Psilothrix viridicoerulea",2021-03-04,62
"935","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,9,"Cistus salviifolius","no","","Coleoptera","Psilothrix","viridicoerulea","Melyridae","Psilothrix viridicoerulea",2021-03-04,62
"936","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,10,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"937","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,11,"Cistus salviifolius","idem HVS1-06","","Hymenoptera","Lasioglossum","","Halictidae","Lasioglossum ",2021-03-04,62
"938","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,12,"Cistus salviifolius","idem HVS1-05","","Diptera","","",""," ",2021-03-04,62
"939","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,13,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-04,62
"940","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,14,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-04,62
"941","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,15,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-04,62
"942","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,16,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"943","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,17,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"944","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,18,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"945","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,19,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-04,62
"946","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,20,"Cistus salviifolius","idem HVS1-06","","Hymenoptera","Lasioglossum","","Halictidae","Lasioglossum ",2021-03-04,62
"947","04.03.2021","16:00","Pinar Villamanrique Sur",1,3,21,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-04,62
"948","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,1,"Cistus salviifolius","no","","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-03-15,73
"949","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,2,"Cistus salviifolius","si","VST2-01","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-03-15,73
"950","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,3,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"951","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,4,"Cistus salviifolius","no","","Diptera","Eristalis","","Syrphidae","Eristalis ",2021-03-15,73
"952","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,5,"Cistus salviifolius","no","","Hymenoptera","Eucera","sp","Apidae","Eucera sp",2021-03-15,73
"953","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,6,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"954","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,7,"Cistus salviifolius","no","","Hymenoptera","Eucera","sp","Apidae","Eucera sp",2021-03-15,73
"955","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,8,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"956","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,9,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"957","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,10,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"958","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,11,"Cistus salviifolius","no","","Coleoptera","Psilothrix","viridicoerulea","Melyridae","Psilothrix viridicoerulea",2021-03-15,73
"959","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,12,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"960","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,13,"Cistus salviifolius","si","VST2-02","Diptera","Empis","tesellata","Empididae","Empis tesellata",2021-03-15,73
"961","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,14,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"962","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,15,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-15,73
"963","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,16,"Cistus salviifolius","si","VST2-03","","","",""," ",2021-03-15,73
"964","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,17,"Cistus salviifolius","no","","Coleoptera","Psilothrix","viridicoerulea","Melyridae","Psilothrix viridicoerulea",2021-03-15,73
"965","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,18,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"966","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,19,"Cistus salviifolius","idem VST2-02","","","","",""," ",2021-03-15,73
"967","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,20,"Cistus salviifolius","no","","Coleoptera","Psilothrix","viridicoerulea","Melyridae","Psilothrix viridicoerulea",2021-03-15,73
"968","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,21,"Cistus salviifolius","no","","Coleoptera","Psilothrix","viridicoerulea","Melyridae","Psilothrix viridicoerulea",2021-03-15,73
"969","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,22,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"970","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,23,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"971","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,24,"Cistus salviifolius","idem VST2-03","","","","",""," ",2021-03-15,73
"972","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,25,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"973","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,26,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"974","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,27,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"975","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,28,"Cistus salviifolius","si","VST2-04","Hymenoptera","Lasioglossum","morio","Halictidae","Lasioglossum morio",2021-03-15,73
"976","15.03.2021","9:30","Pinar Villamanrique Sur",2,1,29,"Cistus salviifolius","idem VST2-01","","","","",""," ",2021-03-15,73
"977","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,1,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"978","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,2,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"979","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,3,"Cistus salviifolius","no","","Diptera","Eristalis","sp","Syrphidae","Eristalis sp",2021-03-15,73
"980","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,4,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"981","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,5,"Cistus salviifolius","idem VST2-02","","","","",""," ",2021-03-15,73
"982","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,6,"Cistus salviifolius","no","","Hymenoptera","Lasioglossum","sp","Halictidae","Lasioglossum sp",2021-03-15,73
"983","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,7,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"984","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,8,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"985","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,9,"Cistus salviifolius","idem VST2-05","","","","",""," ",2021-03-15,73
"986","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,10,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"987","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,11,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"988","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,12,"Cistus salviifolius","no","","Hymenoptera","Andrena","sp","Andrenidae","Andrena sp",2021-03-15,73
"989","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,13,"Cistus salviifolius","idem VST2-05","","","","",""," ",2021-03-15,73
"990","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,14,"Cistus salviifolius","si","VST2-05","Hymenoptera","Lasioglossum","immunitum","Halictidae","Lasioglossum immunitum",2021-03-15,73
"991","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,15,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"992","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,16,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"993","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,17,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"994","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,18,"Cistus salviifolius","si","VST2-06","Diptera","Eristalis","similis","Syrphidae","Eristalis similis",2021-03-15,73
"995","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,19,"Cistus salviifolius","idem VST2-06","","","","",""," ",2021-03-15,73
"996","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,20,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"997","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,21,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"998","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,22,"Cistus salviifolius","idem VST2-06","","","","",""," ",2021-03-15,73
"999","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,23,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1000","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,24,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1001","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,25,"Cistus salviifolius","no","","Hymenoptera","Lasioglossum","sp","Halictidae","Lasioglossum sp",2021-03-15,73
"1002","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,26,"Cistus salviifolius","no","","Hymenoptera","Lasioglossum","sp","Halictidae","Lasioglossum sp",2021-03-15,73
"1003","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,27,"Cistus salviifolius","no","","Hymenoptera","Lasioglossum","sp","Halictidae","Lasioglossum sp",2021-03-15,73
"1004","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,28,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1005","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,29,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1006","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,30,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1007","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,31,"Cistus salviifolius","no","","Hymenoptera","Lasioglossum","sp","Halictidae","Lasioglossum sp",2021-03-15,73
"1008","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,32,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1009","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,33,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1010","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,34,"Cistus salviifolius","idem VST2-02","","","","",""," ",2021-03-15,73
"1011","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,35,"Cistus salviifolius","idem VST2-06","","","","",""," ",2021-03-15,73
"1012","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,36,"Cistus salviifolius","idem VST2-06","","","","",""," ",2021-03-15,73
"1013","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,37,"Cistus salviifolius","idem VST2-06","","","","",""," ",2021-03-15,73
"1014","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,38,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1015","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,39,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1016","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,40,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1017","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,41,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-15,73
"1018","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,42,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1019","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,43,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1020","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,44,"Cistus salviifolius","idem VST2-06","","","","",""," ",2021-03-15,73
"1021","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,45,"Cistus salviifolius","idem VST2-06","","","","",""," ",2021-03-15,73
"1022","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,46,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1023","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,47,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1024","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,48,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1025","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,49,"Cistus salviifolius","no","","Hymenoptera","Lasioglossum","","Halictidae","Lasioglossum ",2021-03-15,73
"1026","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,50,"Cistus salviifolius","idem VST2-02","","","","",""," ",2021-03-15,73
"1027","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,51,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1028","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,52,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-15,73
"1029","15.03.2021","13:00","Pinar Villamanrique Sur",2,2,53,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-15,73
"1030","15.03.2021","16:00","Pinar Villamanrique Sur",2,3,1,"Cistus salviifolius","no","","Diptera","Eristalis","","Syrphidae","Eristalis ",2021-03-15,73
"1031","15.03.2021","16:00","Pinar Villamanrique Sur",2,3,2,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1032","15.03.2021","16:00","Pinar Villamanrique Sur",2,3,3,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1033","15.03.2021","16:00","Pinar Villamanrique Sur",2,3,4,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1034","15.03.2021","16:00","Pinar Villamanrique Sur",2,3,5,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1035","15.03.2021","16:00","Pinar Villamanrique Sur",2,3,6,"Cistus salviifolius","no","","Hymenoptera","Lasioglossum","sp","Halictidae","Lasioglossum sp",2021-03-15,73
"1036","15.03.2021","16:00","Pinar Villamanrique Sur",2,3,7,"Cistus salviifolius","no","","Hymenoptera","Lasioglossum","sp","Halictidae","Lasioglossum sp",2021-03-15,73
"1037","15.03.2021","16:00","Pinar Villamanrique Sur",2,3,8,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1038","15.03.2021","16:00","Pinar Villamanrique Sur",2,3,9,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1039","15.03.2021","16:00","Pinar Villamanrique Sur",2,3,10,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-15,73
"1040","15.03.2021","16:00","Pinar Villamanrique Sur",2,3,11,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-15,73
"1041","22.03.2021","9:30","Pinar Villamanrique Sur",3,1,1,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-22,80
"1042","22.03.2021","9:30","Pinar Villamanrique Sur",3,1,2,"Cistus salviifolius","no","","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-03-22,80
"1043","22.03.2021","9:30","Pinar Villamanrique Sur",3,1,3,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-22,80
"1044","22.03.2021","9:30","Pinar Villamanrique Sur",3,1,4,"Cistus salviifolius","si","VST3-01","Diptera","Eristalis","similis","Syrphidae","Eristalis similis",2021-03-22,80
"1045","22.03.2021","9:30","Pinar Villamanrique Sur",3,1,5,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-22,80
