"","Site","Year","Bosque","Periodo","Planta","fruit_set","id_planta"
"668","Gorbea",2022,"1",6,"Vicia pyrenaica",1,"77"
"669","Gorbea",2022,"1",6,"Vicia pyrenaica",0,"78"
"670","Gorbea",2022,"1",6,"Vicia pyrenaica",1,"79"
"671","Gorbea",2022,"1",6,"Vicia pyrenaica",0,"80"
"672","Gorbea",2022,"2",1,"Helleborus viridis subsp. occidentalis",0.6,"11"
"673","Gorbea",2022,"2",1,"Helleborus viridis subsp. occidentalis",0.6,"12"
"674","Gorbea",2022,"2",1,"Helleborus viridis subsp. occidentalis",0.6,"13"
"675","Gorbea",2022,"2",1,"Helleborus viridis subsp. occidentalis",0.6,"14"
"676","Gorbea",2022,"2",1,"Helleborus viridis subsp. occidentalis",0.6,"15"
"677","Gorbea",2022,"2",1,"Helleborus viridis subsp. occidentalis",0.6,"16"
"678","Gorbea",2022,"2",1,"Helleborus viridis subsp. occidentalis",0.6,"17"
"679","Gorbea",2022,"2",1,"Helleborus viridis subsp. occidentalis",1,"18"
"680","Gorbea",2022,"2",1,"Helleborus viridis subsp. occidentalis",0.6,"19"
"681","Gorbea",2022,"2",1,"Helleborus viridis subsp. occidentalis",0.6,"20"
"682","Gorbea",2022,"2",1,"Hepatica nobilis",1,"1"
"683","Gorbea",2022,"2",1,"Hepatica nobilis",1,"10"
"684","Gorbea",2022,"2",1,"Hepatica nobilis",1,"3"
"685","Gorbea",2022,"2",1,"Hepatica nobilis",1,"4"
"686","Gorbea",2022,"2",1,"Hepatica nobilis",1,"5"
"687","Gorbea",2022,"2",1,"Hepatica nobilis",1,"6"
"688","Gorbea",2022,"2",1,"Hepatica nobilis",1,"7"
"689","Gorbea",2022,"2",1,"Hepatica nobilis",1,"8"
"690","Gorbea",2022,"2",1,"Hepatica nobilis",1,"9"
"691","Gorbea",2022,"2",1,"Oxalis acetosella",1,"22"
"692","Gorbea",2022,"2",1,"Oxalis acetosella",1,"23"
"693","Gorbea",2022,"2",1,"Oxalis acetosella",0,"24"
"694","Gorbea",2022,"2",1,"Oxalis acetosella",1,"26"
"695","Gorbea",2022,"2",1,"Oxalis acetosella",0,"29"
"696","Gorbea",2022,"2",1,"Oxalis acetosella",0,"30"
"697","Gorbea",2022,"2",2,"Helleborus viridis subsp. occidentalis",0.8,"41"
"698","Gorbea",2022,"2",2,"Helleborus viridis subsp. occidentalis",0.6,"42"
"699","Gorbea",2022,"2",2,"Helleborus viridis subsp. occidentalis",0.6,"43"
"700","Gorbea",2022,"2",2,"Helleborus viridis subsp. occidentalis",1,"44"
"701","Gorbea",2022,"2",2,"Helleborus viridis subsp. occidentalis",1,"45"
"702","Gorbea",2022,"2",2,"Helleborus viridis subsp. occidentalis",0.6,"46"
"703","Gorbea",2022,"2",2,"Helleborus viridis subsp. occidentalis",0.6,"47"
"704","Gorbea",2022,"2",2,"Helleborus viridis subsp. occidentalis",0.6,"48"
"705","Gorbea",2022,"2",2,"Helleborus viridis subsp. occidentalis",0,"49"
"706","Gorbea",2022,"2",2,"Helleborus viridis subsp. occidentalis",0.8,"50"
"707","Gorbea",2022,"2",2,"Hepatica nobilis",1,"31"
"708","Gorbea",2022,"2",2,"Hepatica nobilis",1,"32"
"709","Gorbea",2022,"2",2,"Hepatica nobilis",1,"33"
"710","Gorbea",2022,"2",2,"Hepatica nobilis",1,"35"
"711","Gorbea",2022,"2",2,"Hepatica nobilis",0,"37"
"712","Gorbea",2022,"2",2,"Hepatica nobilis",1,"38"
"713","Gorbea",2022,"2",2,"Hepatica nobilis",1,"39"
"714","Gorbea",2022,"2",2,"Hepatica nobilis",0,"40"
"715","Gorbea",2022,"2",2,"Oxalis acetosella",0,"51"
"716","Gorbea",2022,"2",2,"Oxalis acetosella",0,"52"
"717","Gorbea",2022,"2",2,"Oxalis acetosella",1,"53"
"718","Gorbea",2022,"2",2,"Oxalis acetosella",1,"54"
"719","Gorbea",2022,"2",2,"Oxalis acetosella",0,"55"
"720","Gorbea",2022,"2",2,"Oxalis acetosella",1,"56"
"721","Gorbea",2022,"2",2,"Oxalis acetosella",0,"57"
"722","Gorbea",2022,"2",2,"Oxalis acetosella",1,"58"
"723","Gorbea",2022,"2",2,"Oxalis acetosella",1,"59"
"724","Gorbea",2022,"2",2,"Oxalis acetosella",0,"60"
"725","Gorbea",2022,"3",1,"Lathyrus linifolius",0,"11"
"726","Gorbea",2022,"3",1,"Lathyrus linifolius",0.2,"12"
"727","Gorbea",2022,"3",1,"Lathyrus linifolius",0.5,"16"
"728","Gorbea",2022,"3",1,"Lathyrus linifolius",0.333333333333333,"17"
"729","Gorbea",2022,"3",1,"Lathyrus linifolius",0.333333333333333,"18"
"730","Gorbea",2022,"3",1,"Lathyrus linifolius",0.333333333333333,"19"
"731","Gorbea",2022,"3",1,"Scilla verna",0.25,"1"
"732","Gorbea",2022,"3",1,"Scilla verna",1,"10"
"733","Gorbea",2022,"3",1,"Scilla verna",1,"2"
"734","Gorbea",2022,"3",1,"Scilla verna",1,"3"
"735","Gorbea",2022,"3",1,"Scilla verna",0.3,"4"
"736","Gorbea",2022,"3",1,"Scilla verna",1,"5"
"737","Gorbea",2022,"3",1,"Scilla verna",1,"6"
"738","Gorbea",2022,"3",1,"Scilla verna",0.25,"8"
"739","Gorbea",2022,"3",1,"Scilla verna",1,"9"
"740","Gorbea",2022,"3",2,"Lathyrus linifolius",0.333333333333333,"21"
"741","Gorbea",2022,"3",2,"Lathyrus linifolius",0.333333333333333,"22"
"742","Gorbea",2022,"3",2,"Lathyrus linifolius",1,"23"
"743","Gorbea",2022,"3",2,"Lathyrus linifolius",0.5,"24"
"744","Gorbea",2022,"3",2,"Lathyrus linifolius",0,"26"
"745","Gorbea",2022,"3",2,"Lathyrus linifolius",0.333333333333333,"27"
"746","Gorbea",2022,"3",2,"Lathyrus linifolius",0.333333333333333,"28"
"747","Gorbea",2022,"3",2,"Lathyrus linifolius",0.5,"29"
"748","Gorbea",2022,"3",2,"Lathyrus linifolius",0.333333333333333,"30"
"749","Gorbea",2022,"3",3,"Lathyrus linifolius",0,"31"
"750","Gorbea",2022,"3",3,"Lathyrus linifolius",0,"32"
"751","Gorbea",2022,"3",3,"Lathyrus linifolius",0.5,"33"
"752","Gorbea",2022,"3",3,"Lathyrus linifolius",0.5,"35"
"753","Gorbea",2022,"3",3,"Lathyrus linifolius",0.333333333333333,"36"
"754","Gorbea",2022,"3",3,"Lathyrus linifolius",1,"38"
"755","Gorbea",2022,"3",3,"Lathyrus linifolius",0,"39"
"756","Gorbea",2022,"3",3,"Vicia pyrenaica",1,"41"
"757","Gorbea",2022,"3",3,"Vicia pyrenaica",1,"42"
"758","Gorbea",2022,"3",3,"Vicia pyrenaica",1,"43"
"759","Gorbea",2022,"3",3,"Vicia pyrenaica",1,"46"
"760","Gorbea",2022,"3",3,"Vicia pyrenaica",1,"47"
"761","Gorbea",2022,"3",3,"Vicia pyrenaica",1,"48"
"762","Gorbea",2022,"3",3,"Vicia pyrenaica",1,"50"
"763","Gorbea",2022,"3",4,"Lathyrus linifolius",0.333333333333333,"70"
"764","Gorbea",2022,"3",4,"Lathyrus linifolius",0.25,"71"
"765","Gorbea",2022,"3",4,"Lathyrus linifolius",0,"74"
"766","Gorbea",2022,"3",4,"Lathyrus linifolius",0,"75"
"767","Gorbea",2022,"3",4,"Lathyrus linifolius",0.5,"76"
"768","Gorbea",2022,"3",4,"Lathyrus linifolius",0,"77"
"769","Gorbea",2022,"3",4,"Lathyrus linifolius",0.25,"79"
"770","Gorbea",2022,"3",4,"Lotus corniculatus",0,"61"
"771","Gorbea",2022,"3",4,"Lotus corniculatus",0.25,"62"
"772","Gorbea",2022,"3",4,"Lotus corniculatus",0.333333333333333,"63"
"773","Gorbea",2022,"3",4,"Lotus corniculatus",0,"64"
"774","Gorbea",2022,"3",4,"Lotus corniculatus",0.5,"65"
"775","Gorbea",2022,"3",4,"Lotus corniculatus",0,"66"
"776","Gorbea",2022,"3",4,"Lotus corniculatus",1,"67"
"777","Gorbea",2022,"3",4,"Lotus corniculatus",0,"68"
"778","Gorbea",2022,"3",4,"Lotus corniculatus",0.25,"69"
"779","Gorbea",2022,"3",4,"Vicia pyrenaica",1,"51"
"780","Gorbea",2022,"3",4,"Vicia pyrenaica",1,"52"
"781","Gorbea",2022,"3",4,"Vicia pyrenaica",1,"53"
"782","Gorbea",2022,"3",4,"Vicia pyrenaica",1,"55"
"783","Gorbea",2022,"3",4,"Vicia pyrenaica",1,"57"
"784","Gorbea",2022,"3",4,"Vicia pyrenaica",0,"59"
"785","Gorbea",2022,"3",5,"Lotus corniculatus",0,"80"
"786","Gorbea",2022,"3",5,"Lotus corniculatus",0,"81"
"787","Gorbea",2022,"3",5,"Lotus corniculatus",1,"82"
"788","Gorbea",2022,"3",5,"Lotus corniculatus",0.333333333333333,"83"
"789","Gorbea",2022,"3",5,"Lotus corniculatus",0,"84"
"790","Gorbea",2022,"3",5,"Lotus corniculatus",0,"85"
"791","Gorbea",2022,"3",5,"Lotus corniculatus",1,"88"
"792","Gorbea",2022,"3",5,"Lotus corniculatus",1,"89"
"793","Gorbea",2022,"3",6,"Lotus corniculatus",0.333333333333333,"90"
"794","Gorbea",2022,"3",6,"Lotus corniculatus",0.75,"91"
"795","Gorbea",2022,"3",6,"Lotus corniculatus",0.5,"93"
"796","Gorbea",2022,"3",6,"Lotus corniculatus",0.5,"96"
"797","Gorbea",2022,"3",6,"Lotus corniculatus",1,"99"
"798","Gorbea",2022,"4",1,"Erythronium dens-canis",1,"1"
"799","Gorbea",2022,"4",1,"Erythronium dens-canis",0,"2"
"800","Gorbea",2022,"4",1,"Erythronium dens-canis",1,"4"
"801","Gorbea",2022,"4",1,"Erythronium dens-canis",0,"5"
"802","Gorbea",2022,"4",2,"Scilla verna",0.714285714285714,"10"
"803","Gorbea",2022,"4",2,"Scilla verna",0.4,"11"
"804","Gorbea",2022,"4",2,"Scilla verna",0,"12"
"805","Gorbea",2022,"4",2,"Scilla verna",0.25,"13"
"806","Gorbea",2022,"4",2,"Scilla verna",0.714285714285714,"14"
"807","Gorbea",2022,"4",2,"Scilla verna",0.666666666666667,"15"
"808","Gorbea",2022,"4",2,"Scilla verna",1,"6"
"809","Gorbea",2022,"4",2,"Scilla verna",0.285714285714286,"7"
"810","Gorbea",2022,"4",2,"Scilla verna",1,"8"
"811","Gorbea",2022,"4",2,"Scilla verna",1,"9"
"812","Gorbea",2022,"4",3,"Scilla verna",0.333333333333333,"16"
"813","Gorbea",2022,"4",3,"Scilla verna",0.333333333333333,"17"
"814","Gorbea",2022,"4",3,"Scilla verna",0,"18"
"815","Gorbea",2022,"4",3,"Scilla verna",1,"19"
"816","Gorbea",2022,"4",3,"Scilla verna",0.875,"20"
"817","Gorbea",2022,"4",3,"Scilla verna",0,"21"
"818","Gorbea",2022,"4",3,"Scilla verna",0.5,"22"
"819","Gorbea",2022,"4",3,"Scilla verna",0.5,"23"
"820","Gorbea",2022,"4",3,"Scilla verna",1,"24"
"821","Gorbea",2022,"4",3,"Scilla verna",0,"25"
"822","Gorbea",2022,"4",4,"Lathyrus linifolius",0,"26"
"823","Gorbea",2022,"4",4,"Lathyrus linifolius",0,"27"
"824","Gorbea",2022,"4",4,"Lathyrus linifolius",1,"28"
"825","Gorbea",2022,"4",4,"Lathyrus linifolius",1,"29"
"826","Gorbea",2022,"4",4,"Lathyrus linifolius",1,"30"
"827","Gorbea",2022,"5",1,"Pedicularis sylvatica",0.8,"10"
"828","Gorbea",2022,"5",1,"Pedicularis sylvatica",0.727272727272727,"9"
"829","Gorbea",2022,"5",1,"Scilla verna",1,"1"
"830","Gorbea",2022,"5",1,"Scilla verna",1,"12"
"831","Gorbea",2022,"5",1,"Scilla verna",0.75,"2"
"832","Gorbea",2022,"5",1,"Scilla verna",0.2,"3"
"833","Gorbea",2022,"5",1,"Scilla verna",0.4,"4"
"834","Gorbea",2022,"5",1,"Scilla verna",1,"6"
"835","Gorbea",2022,"5",1,"Scilla verna",1,"7"
"836","Gorbea",2022,"5",1,"Scilla verna",1,"8"
"837","Gorbea",2022,"5",2,"Pedicularis sylvatica",0.777777777777778,"21"
"838","Gorbea",2022,"5",2,"Pedicularis sylvatica",0.636363636363636,"22"
"839","Gorbea",2022,"5",2,"Pedicularis sylvatica",1,"23"
"840","Gorbea",2022,"5",2,"Pedicularis sylvatica",0.571428571428571,"26"
"841","Gorbea",2022,"5",2,"Pedicularis sylvatica",0.454545454545455,"27"
"842","Gorbea",2022,"5",2,"Pedicularis sylvatica",0.142857142857143,"29"
"843","Gorbea",2022,"5",2,"Scilla verna",1,"11"
"844","Gorbea",2022,"5",2,"Scilla verna",1,"12"
"845","Gorbea",2022,"5",2,"Scilla verna",0.833333333333333,"13"
"846","Gorbea",2022,"5",2,"Scilla verna",0,"14"
"847","Gorbea",2022,"5",2,"Scilla verna",0,"15"
"848","Gorbea",2022,"5",3,"Pedicularis sylvatica",0.7,"41"
"849","Gorbea",2022,"5",3,"Pedicularis sylvatica",0.833333333333333,"44"
"850","Gorbea",2022,"5",3,"Pedicularis sylvatica",0,"46"
"851","Gorbea",2022,"5",3,"Pedicularis sylvatica",0.166666666666667,"47"
"852","Gorbea",2022,"5",3,"Pedicularis sylvatica",0.571428571428571,"48"
"853","Gorbea",2022,"5",3,"Scilla verna",1,"32"
"854","Gorbea",2022,"5",3,"Scilla verna",1,"36"
"855","Gorbea",2022,"5",3,"Scilla verna",1,"38"
"856","Gorbea",2022,"5",4,"Scilla verna",0.714285714285714,"51"
"857","Gorbea",2022,"5",4,"Scilla verna",0.25,"52"
"858","Gorbea",2022,"5",4,"Scilla verna",0.75,"54"
"859","Gorbea",2022,"5",4,"Scilla verna",1,"55"
"860","Gorbea",2022,"5",4,"Scilla verna",1,"56"
"861","Gorbea",2022,"5",4,"Scilla verna",1,"57"
"862","Gorbea",2022,"5",4,"Scilla verna",0.333333333333333,"58"
"863","Gorbea",2022,"5",4,"Scilla verna",0.333333333333333,"59"
