Fecha,Hora,Bosque,"Transecto (1,2,3)",Planta,Polinizador,sexo,capturado?,Codigo_frasco,Observaciones,Ronda,Codigo_Final,Latitude,Longitude
17/06/22,11:02:00,5,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,11:03:00,5,1,Taraxacum sp.,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,11:06:00,5,1,Taraxacum sp.,?=13,,,,,7,,,
17/06/22,11:08:00,5,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,11:08:00,5,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,11:08:00,5,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,11:10:00,5,1,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,11:10:00,5,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,11:13:00,5,1,Erica cinerea,Cupido sp.,,,,,7,,,
17/06/22,11:15:00,5,1,Taraxacum sp.,?=13,,,,,7,,,
17/06/22,11:16:00,5,1,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,11:20:00,5,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,11:24:00,5,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,11:27:00,5,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,11:27:00,5,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,11:28:00,5,1,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,11:29:00,5,1,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,11:31:00,5,2,Erica cinerea,?=118,,,,,7,,,
17/06/22,13:04:00,5,2,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,13:07:00,5,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,13:11:00,5,2,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,13:13:00,5,2,Potentilla erecta,?=34,,,,,7,,,
17/06/22,13:22:00,5,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,13:24:00,5,2,Erica cinerea,Coenonympha pamphilus,,,,,7,,,
17/06/22,13:25:00,5,2,Erica cinerea,?=118,,,,,7,,,
17/06/22,13:28:00,5,2,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,13:28:00,5,2,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,13:36:00,5,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,13:37:00,5,2,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,13:44:00,5,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,13:46:00,5,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,13:46:00,5,2,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,13:50:00,5,2,Erica cinerea,Coenonympha pamphilus,,,,,7,,,
17/06/22,13:52:00,5,2,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,13:55:00,5,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,15:30:00,5,3,,,,,,"No se hace por demasiado calor, 40ºC",7,,,
21/06/22,11:34:00,3,1,Trifolium pratense,Ochlodes sylvanus,,no,,"Niebla, ultimos 20 mins de transecto solo.",7,,,
21/06/22,12:55:00,3,2,Trifolium pratense,?=13,,no,,,7,,,
21/06/22,13:05:00,3,2,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,macho,no,,,7,,,
21/06/22,13:12:00,3,2,Trifolium pratense,Bombus lapidarius,,,,,7,,,
21/06/22,13:15:00,3,2,Ranunculus sp.,Sphaerophoria scripta,hembra,,,,7,,,
21/06/22,13:17:00,3,2,Prunella grandiflora,Bombus pascuorum,,,,,7,,,
21/06/22,13:18:00,3,2,Taraxacum sp.,?=34,,,,,7,,,
21/06/22,13:20:00,3,2,Taraxacum sp.,Sphaerophoria scripta,hembra,,,,7,,,
21/06/22,13:20:00,3,2,Taraxacum sp.,Sphaerophoria scripta,macho,,,,7,,,
21/06/22,13:21:00,3,2,Taraxacum sp.,Sphaerophoria scripta,hembra,,,,7,,,
21/06/22,13:22:00,3,2,Taraxacum sp.,,,si,123,,7,,,
21/06/22,13:23:00,3,2,Taraxacum sp.,Bombus pascuorum,,,,,7,,,
21/06/22,13:25:00,3,2,Helianthemum nummularium,?=34,,,,,7,,,
21/06/22,13:25:00,3,2,Taraxacum sp.,Sphaerophoria scripta,hembra,,,,7,,,
21/06/22,13:32:00,3,2,Teucrium pyrenaicum,Bombus lapidarius,,,,,7,,,
21/06/22,13:32:00,3,2,Teucrium pyrenaicum,Sphaerophoria scripta,macho,,,,7,,,
21/06/22,13:34:00,3,2,Dianthus hyssopifolius subsp. Hyssopifolius,Ochlodes sylvanus,,,,,7,,,
21/06/22,13:35:00,3,2,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,hembra,,,,7,,,
21/06/22,13:37:00,3,2,Taraxacum sp.,?=123,,,,,7,,,
21/06/22,13:39:00,3,2,Prunella grandiflora,Ochlodes sylvanus,,,,,7,,,
21/06/22,13:39:00,3,2,Taraxacum sp.,?=34,,,,,7,,,
21/06/22,13:41:00,3,2,Prunella grandiflora,Sphaerophoria scripta,macho,,,,7,,,
21/06/22,13:44:00,3,2,Trifolium pratense,Bombus lapidarius,,,,,7,,,
21/06/22,13:48:00,3,2,Achillea millefolium,Sphaerophoria scripta,macho,,,,7,,,
21/06/22,13:48:00,3,2,Achillea millefolium,Sphaerophoria scripta,macho,,,,7,,,
21/06/22,13:51:00,3,2,Taraxacum sp.,,,si,124,,7,,,
21/06/22,13:51:00,3,2,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,macho,,,,7,,,
21/06/22,13:51:00,3,2,Achillea millefolium,Sphaerophoria scripta,macho,,,,7,,,
21/06/22,13:53:00,3,2,Trifolium pratense,Bombus lapidarius,,,,,7,,,
21/06/22,13:58:00,3,2,Trifolium pratense,Bombus lapidarius,,,,,7,,,
21/06/22,14:04:00,3,2,Taraxacum sp.,?=124,,,,,7,,,
21/06/22,15:40:00,3,3,Trifolium pratense,Bombus pascuorum,,,,,7,,,
21/06/22,15:40:00,3,3,Bellis perennis,?=13,,,,,7,,,
21/06/22,15:42:00,3,3,Trifolium pratense,Bombus lapidarius,,,,,7,,,
21/06/22,15:51:00,3,3,Teucrium pyrenaicum,Apis mellifera,,,,,7,,,
21/06/22,15:54:00,3,3,Prunella grandiflora,Bombus pascuorum,,,,,7,,,
21/06/22,15:56:00,3,3,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
21/06/22,15:58:00,3,3,Achillea millefolium,?=52,,,,,7,,,
21/06/22,15:58:00,3,3,Achillea millefolium,?=124,,,,,7,,,
21/06/22,15:59:00,3,3,Achillea millefolium,?=124,,,,,7,,,
21/06/22,16:10:00,3,3,Trifolium pratense,Zygaena lonicerae,,,,,7,,,
21/06/22,16:30:00,3,3,Prunella grandiflora,Macroglossum stellatarum,,,,ha entrado niebla,7,,,
