Fecha,Hora,Bosque,"Transecto (1,2,3)",Planta,Polinizador,sexo,capturado?,Codigo_frasco,Observaciones,Ronda,Codigo_Final,Latitude,Longitude
19/05/22,13:08:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,5,,,
19/05/22,13:11:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
19/05/22,13:17:00,1,2,Vicia pyrenaica,Bombus pascuorum,,,,,5,,,
19/05/22,13:19:00,1,2,Vicia pyrenaica,?=75,,,,,5,,,
19/05/22,13:25:00,1,2,Vicia pyrenaica,Bombus pascuorum,,,,,5,,,
19/05/22,13:27:00,1,2,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
19/05/22,13:30:00,1,2,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
19/05/22,13:33:00,1,2,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
19/05/22,13:35:00,1,2,Medicago lupulina,?=13,,,,,5,,,
19/05/22,13:40:00,1,2,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
19/05/22,13:42:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
19/05/22,13:42:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
19/05/22,13:45:00,1,2,Ranunculus sp.,?=13,,,,,5,,,
19/05/22,13:48:00,1,2,Vicia pyrenaica,Bombus lapidarius,,,,,5,,,
19/05/22,13:52:00,1,2,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
19/05/22,13:53:00,1,2,Taraxacum officinale,Pararge aegeria,,,,,5,,,
19/05/22,14:00:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
19/05/22,14:04:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,5,,,
19/05/22,14:06:00,1,2,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
19/05/22,14:06:00,1,2,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
19/05/22,14:08:00,1,2,Ranunculus sp.,?=73,,,,,5,,,
19/05/22,14:08:00,1,2,Vicia pyrenaica,Bombus pascuorum,,,,,5,,,
19/05/22,14:10:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,5,,,
19/05/22,14:11:00,1,2,Erinus alpinus,Bombylius sp.,,si,76,,5,,,
19/05/22,14:12:00,1,2,Erinus alpinus,Bombus pascuorum,,,,,5,,,
19/05/22,15:45:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,5,,,
19/05/22,15:49:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,5,,,
19/05/22,15:51:00,1,3,Vicia pyrenaica,,,si,75,,5,,,
19/05/22,15:55:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,5,,,
19/05/22,16:06:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,5,,,
19/05/22,16:10:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,5,,,
19/05/22,16:17:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
19/05/22,16:23:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,5,,,
19/05/22,16:25:00,1,3,Medicago lupulina,?=73,,,,,5,,,
19/05/22,16:27:00,1,3,Medicago lupulina,?=13,,,,,5,,,
19/05/22,16:30:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
19/05/22,16:30:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,5,,,
19/05/22,16:30:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
19/05/22,16:30:00,1,3,Vicia pyrenaica,?=75,,,,,5,,,
19/05/22,16:31:00,1,3,Vicia pyrenaica,Bombus lapidarius,,,,,5,,,
19/05/22,16:32:00,1,3,Ranunculus sp.,?=73,,,,,5,,,
19/05/22,16:33:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
19/05/22,16:34:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
19/05/22,16:34:00,1,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,5,,,
19/05/22,16:35:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
19/05/22,16:35:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
19/05/22,16:37:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
19/05/22,16:42:00,1,3,Bellis perennis,?=10,,,,,5,,,
19/05/22,16:43:00,1,3,Hutchinsia alpina,Sphaerophoria scripta,hembra,,,,5,,,
20/05/22,10:44:00,4,1,Ranunculus sp.,,,si,77,"Calor, nada de viento, nublado",5,,,
20/05/22,10:46:00,4,1,Ranunculus sp.,,,si,78,,5,,,
20/05/22,10:55:00,4,1,Potentilla erecta,Sphaerophoria scripta,macho,,,,5,,,
20/05/22,11:01:00,4,1,Ranunculus sp.,Sphaerophoria scripta,hembra,,,,5,,,
20/05/22,13:13:00,4,2,Veronica officinalis,Bombus terrestris,,,,,5,,,
20/05/22,13:15:00,4,2,Veronica officinalis,Coenonympha pamphilus,,,,,5,,,
20/05/22,13:29:00,4,2,Ranunculus sp.,?=1,,,,,5,,,
20/05/22,13:29:00,4,2,Ranunculus sp.,?=1,,,,,5,,,
20/05/22,13:34:00,4,2,Polygala vulgaris,Sphaerophoria scripta,macho,,,,5,,,
20/05/22,13:45:00,4,2,Ranunculus sp.,Sphaerophoria scripta,macho,,,,5,,,
20/05/22,13:46:00,4,2,Ranunculus sp.,?=1,,,,,5,,,
20/05/22,13:52:00,4,2,Polygala vulgaris,Bombus terrestris,,,,,5,,,
20/05/22,13:53:00,4,2,Potentilla erecta,Sphaerophoria scripta,macho,,,,5,,,
20/05/22,13:55:00,4,2,Potentilla erecta,,,si,79,,5,,,
20/05/22,13:56:00,4,2,Veronica officinalis,?=10,,,,,5,,,
20/05/22,14:03:00,4,2,Potentilla erecta,?=13,,,,,5,,,
20/05/22,14:04:00,4,2,Potentilla erecta,?=13,,,,,5,,,
20/05/22,14:05:00,4,2,Potentilla erecta,?=13,,,,,5,,,
20/05/22,14:12:00,4,2,Potentilla erecta,Sphaerophoria scripta,,,,,5,,,
30/05/22,10:45:00,5,1,Ranunculus sp.,?=10,,,,"sol, sin viento, Tª templada",5,,,
30/05/22,10:55:00,5,1,Scorzonera humilis,,,si,80,,5,,,
30/05/22,11:00:00,5,1,Scorzonera humilis,?=83,,,,,5,,,
30/05/22,11:19:00,5,1,Potentilla erecta,?=83,,,,,5,,,
30/05/22,11:25:00,5,1,Scorzonera humilis,?=83,,,,,5,,,
30/05/22,11:30:00,5,1,Scorzonera humilis,,,si,81,,5,,,
30/05/22,11:32:00,5,1,Pedicularis sylvatica,Bombus pascuorum,,,,,5,,,
30/05/22,11:36:00,5,1,Scorzonera humilis,,,si,82,,5,,,
30/05/22,11:38:00,5,1,Ranunculus sp.,,,si,83,,5,,,
30/05/22,13:15:00,5,2,Ranunculus sp.,Eristalis sp.,,,,,5,,,
30/05/22,13:17:00,5,2,Ranunculus sp.,?=83,,,,,5,,,
30/05/22,13:17:00,5,2,Ranunculus sp.,?=83,,,,,5,,,
30/05/22,13:17:00,5,2,Ranunculus sp.,?=83,,,,,5,,,
30/05/22,13:19:00,5,2,Potentilla erecta,Sphaerophoria scripta,,,,,5,,,
30/05/22,13:20:00,5,2,Potentilla erecta,Sphaerophoria scripta,,,,,5,,,
30/05/22,13:24:00,5,2,Scorzonera humilis,,,si,84,,5,,,
30/05/22,13:28:00,5,2,Potentilla erecta,Sphaerophoria scripta,,,,,5,,,
30/05/22,13:28:00,5,2,Potentilla erecta,Sphaerophoria scripta,,,,,5,,,
30/05/22,13:39:00,5,2,Pedicularis sylvatica,Bombus pascuorum,,,,,5,,,
30/05/22,13:54:00,5,2,Scorzonera humilis,?=80,,,,,5,,,
30/05/22,13:57:00,5,2,Scorzonera humilis,,,si,85,,5,,,
30/05/22,14:06:00,5,2,Potentilla erecta,Eupeodes sp.,,,,,5,,,
30/05/22,14:08:00,5,2,Ranunculus sp.,?=83,,,,,5,,,
30/05/22,14:08:00,5,2,Ranunculus sp.,Pyrgus sp.,,,,,5,,,
30/05/22,14:10:00,5,2,Scorzonera humilis,,,si,86,,5,,,
30/05/22,15:38:00,5,3,Scorzonera humilis,,,si,87,,5,,,
30/05/22,15:48:00,5,3,Potentilla erecta,Sphaerophoria scripta,,,,,5,,,
30/05/22,15:50:00,5,3,Potentilla erecta,?=11,,,,,5,,,
30/05/22,15:57:00,5,3,Potentilla erecta,Eupeodes sp.,,,,,5,,,
30/05/22,16:10:00,5,3,Potentilla erecta,Sphaerophoria scripta,,,,,5,,,
30/05/22,16:15:00,5,3,Pedicularis sylvatica,Bombus pascuorum,,,,,5,,,
30/05/22,16:17:00,5,3,Ranunculus sp.,?=83,,,,,5,,,
30/05/22,16:17:00,5,3,Ranunculus sp.,?=83,,,,,5,,,
30/05/22,16:17:00,5,3,Ranunculus sp.,?=83,,,,,5,,,
30/05/22,16:17:00,5,3,Scorzonera humilis,Bombus pascuorum,,,,,5,,,
30/05/22,16:20:00,5,3,Ranunculus sp.,?=83,,,,,5,,,
30/05/22,16:22:00,5,3,Daboecia cantabrica,Bombus pascuorum,,,,,5,,,
30/05/22,16:25:00,5,3,Daboecia cantabrica,Bombus lapidarius,,,,,5,,,
30/05/22,16:26:00,5,3,Daboecia cantabrica,Bombus pascuorum,,,,,5,,,
30/05/22,16:39:00,5,3,Daboecia cantabrica,,,si,88,,5,,,
30/05/22,16:42:00,5,3,Ranunculus sp.,?=83,,,,,5,,,
30/05/22,16:42:00,5,3,Ranunculus sp.,?=83,,,,,5,,,
30/05/22,16:42:00,5,3,Ranunculus sp.,Sphaerophoria scripta,,,,,5,,,
30/05/22,16:43:00,5,3,Scorzonera humilis,Bombus lapidarius,,,,,5,,,
31/05/22,10:52:00,3,1,Ranunculus sp.,?=70,,,,"Sol, calor, nada de viento",5,,,
31/05/22,11:12:00,3,1,Ranunculus sp.,?=70,,,,,5,,,
31/05/22,11:27:00,3,1,Ranunculus sp.,Sphaerophoria scripta,,,,,5,,,
31/05/22,11:28:00,3,1,Ranunculus sp.,?=13,,,,,5,,,
31/05/22,13:19:00,3,2,Ranunculus sp.,Sphaerophoria scripta,,,,,5,,,
31/05/22,13:27:00,3,2,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,macho,,,,5,,,
31/05/22,13:29:00,3,2,Lotus corniculatus,Bombus pascuorum,,,,,5,,,
31/05/22,13:44:00,3,2,Lotus corniculatus,,,si,89,,5,,,
31/05/22,13:50:00,3,2,Lotus corniculatus,?=89,,,,,5,,,
31/05/22,13:54:00,3,2,Helianthemum nummularium,,,si,90,,5,,,
31/05/22,13:57:00,3,2,Lotus corniculatus,,,si,91,,5,,,
31/05/22,14:00:00,3,2,Ranunculus sp.,?=11,,,,,5,,,
31/05/22,14:04:00,3,2,Helianthemum nummularium,,,si,92,,5,,,
31/05/22,14:17:00,3,2,Helianthemum nummularium,?=92,,,,,5,,,
31/05/22,15:35:00,3,3,Trifolium repens,Bombus lapidarius,,,,,5,,,
31/05/22,15:47:00,3,3,Ranunculus sp.,?=11,,,,,5,,,
31/05/22,15:55:00,3,3,Lotus corniculatus,,,si,93,,5,,,
31/05/22,16:07:00,3,3,Lotus corniculatus,?=13,,,,,5,,,
31/05/22,16:08:00,3,3,Lotus corniculatus,?=91,,,,,5,,,
31/05/22,16:09:00,3,3,Potentilla erecta,?=13,,,,,5,,,
31/05/22,16:10:00,3,3,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
31/05/22,16:20:00,3,3,Ranunculus sp.,?=13,,,,,5,,,
31/05/22,16:27:00,3,3,Potentilla erecta,?=13,,,,,5,,,
31/05/22,16:37:00,3,3,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,,,,,5,,,
31/05/22,16:39:00,3,3,Thymus praecox subsp. Polytrichus,?=93,,,,,5,,,
31/05/22,16:41:00,3,3,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
01/06/22,10:45:00,2,1,Fragaria vesca,?=94,,,,"Sol, sin viento calor",5,,,
01/06/22,10:56:00,2,1,Myosotis lamottiana,Sphaerophoria scripta,,,,,5,,,
01/06/22,11:01:00,2,1,Ajuga reptans,Bombus sp.,,,,,5,,,
01/06/22,11:05:00,2,1,Bellis perennis,,,si,94,,5,,,
01/06/22,11:10:00,2,1,Hypochaeris radicata,?=94,,,,,5,,,
01/06/22,11:12:00,2,1,Hypochaeris radicata,?=94,,,,,5,,,
01/06/22,11:15:00,2,1,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
01/06/22,11:17:00,2,1,Ranunculus sp.,?=83,,,,,5,,,
01/06/22,11:31:00,2,1,Hypochaeris radicata,?=30,,,,,5,,,
01/06/22,11:33:00,2,1,Hypochaeris radicata,?=94,,,,,5,,,
01/06/22,13:12:00,2,2,Potentilla erecta,Sphaerophoria scripta,,,,,5,,,
01/06/22,13:15:00,2,2,Veronica officinalis,?=10,,,,,5,,,
01/06/22,13:16:00,2,2,Veronica officinalis,?=11,,,,,5,,,
01/06/22,13:20:00,2,2,Potentilla erecta,?=11,,,,,5,,,
01/06/22,13:23:00,2,2,Potentilla erecta,?=94,,,,,5,,,
01/06/22,13:24:00,2,2,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
01/06/22,13:24:00,2,2,Veronica chamaedrys,Sphaerophoria scripta,hembra,,,,5,,,
01/06/22,13:25:00,2,2,Ranunculus sp.,Sphaerophoria scripta,macho,,,,5,,,
01/06/22,13:35:00,2,2,Myosotis lamottiana,Sphaerophoria scripta,macho,,,,5,,,
01/06/22,13:36:00,2,2,Myosotis lamottiana,?=94,,,,,5,,,
01/06/22,13:39:00,2,2,Myosotis lamottiana,,,si,95,,5,,,
01/06/22,13:40:00,2,2,Ranunculus sp.,,,si,96,,5,,,
01/06/22,13:42:00,2,2,Bellis perennis,Eristalis sp.,,,,,5,,,
01/06/22,13:43:00,2,2,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
01/06/22,13:43:00,2,2,Myosotis lamottiana,Sphaerophoria scripta,macho,,,,5,,,
01/06/22,13:44:00,2,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,5,,,
01/06/22,13:47:00,2,2,Ajuga reptans,Bombus pascuorum,,,,,5,,,
01/06/22,13:48:00,2,2,Bellis perennis,?=30,,,,,5,,,
01/06/22,13:49:00,2,2,Myosotis lamottiana,Sphaerophoria scripta,,,,,5,,,
01/06/22,13:52:00,2,2,Myosotis lamottiana,,,si,97,,5,,,
01/06/22,13:55:00,2,2,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
01/06/22,13:56:00,2,2,Veronica officinalis,?=94,,,,,5,,,
01/06/22,13:56:00,2,2,Potentilla erecta,?=94,,,,,5,,,
01/06/22,14:00:00,2,2,Potentilla erecta,,,si,98,,5,,,
01/06/22,14:01:00,2,2,Bellis perennis,Sphaerophoria scripta,macho,,,,5,,,
01/06/22,14:03:00,2,2,Ranunculus sp.,?=94,,,,,5,,,
01/06/22,14:06:00,2,2,Bellis perennis,?=30,,,,,5,,,
01/06/22,14:10:00,2,2,Bellis perennis,?=10,,,,,5,,,
01/06/22,14:12:00,2,2,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
01/06/22,14:15:00,2,2,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
01/06/22,15:35:00,2,3,Bellis perennis,?=97,,,,,5,,,
01/06/22,15:38:00,2,3,Myosotis lamottiana,Sphaerophoria scripta,,,,,5,,,
01/06/22,15:40:00,2,3,Myosotis lamottiana,?=94,,,,,5,,,
01/06/22,15:41:00,2,3,Bellis perennis,Sphaerophoria scripta,,,,,5,,,
01/06/22,15:42:00,2,3,Ajuga reptans,Bombus lapidarius,,,,,5,,,
01/06/22,15:42:00,2,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,5,,,
01/06/22,15:43:00,2,3,Bellis perennis,?=13,,,,,5,,,
01/06/22,15:43:00,2,3,Myosotis lamottiana,Sphaerophoria scripta,macho,,,,5,,,
01/06/22,15:44:00,2,3,Bellis perennis,?=30,,,,,5,,,
01/06/22,15:50:00,2,3,Ranunculus sp.,?=11,,,,,5,,,
01/06/22,15:57:00,2,3,Myosotis lamottiana,Sphaerophoria scripta,macho,,,,5,,,
01/06/22,16:01:00,2,3,Myosotis lamottiana,?=97,,,,,5,,,
01/06/22,16:02:00,2,3,Myosotis lamottiana,Sphaerophoria scripta,hembra,,,,5,,,
01/06/22,16:05:00,2,3,Myosotis lamottiana,Pieris sp. Puntu beltzarekin,,,,,5,,,
01/06/22,16:06:00,2,3,Myosotis lamottiana,Sphaerophoria scripta,,,,,5,,,
01/06/22,16:07:00,2,3,Ajuga reptans,Bombus lapidarius,,,,,5,,,
01/06/22,16:15:00,2,3,Bellis perennis,?=94,,,,,5,,,
01/06/22,16:16:00,2,3,Bellis perennis,?=94,,,,,5,,,
01/06/22,16:19:00,2,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,5,,,
01/06/22,16:20:00,2,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,5,,,
01/06/22,16:22:00,2,3,Bellis perennis,?=97,,,,,5,,,
01/06/22,16:23:00,2,3,Bellis perennis,?=52,,,,,5,,,
01/06/22,16:25:00,2,3,Ajuga reptans,Bombus pascuorum,,,,,5,,,
01/06/22,16:27:00,2,3,Vicia sp.,Bombus pascuorum,,,,,5,,,
02/06/22,10:55:00,1,1,Bellis perennis,Sphaerophoria scripta,,,,"Sol, calor ",6,,,
02/06/22,11:02:00,1,1,Medicago lupulina,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,11:04:00,1,1,Ranunculus ficaria,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,11:05:00,1,1,Pilosella officinarum,?=13,,,,,6,,,
02/06/22,11:07:00,1,1,Ranunculus sp.,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,11:07:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,11:18:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,11:22:00,1,1,Bellis perennis,Eristalis sp.,,,,,6,,,
02/06/22,11:25:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,11:27:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,11:30:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,11:35:00,1,1,Vicia pyrenaica,Bombus pascuorum,,,,,6,,,
02/06/22,11:37:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,11:37:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,11:37:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,11:40:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,11:40:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,11:42:00,1,1,Lotus corniculatus,Bombus pascuorum,,,,,6,,,
02/06/22,11:45:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,11:45:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,11:46:00,1,1,Medicago lupulina,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,11:48:00,1,1,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,11:48:00,1,1,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,11:49:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,11:49:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,11:50:00,1,1,Bellis perennis,?=10,,,,,6,,,
02/06/22,13:08:00,1,2,Ranunculus sp.,?=70,,,,,6,,,
02/06/22,13:10:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,13:11:00,1,2,Ranunculus sp.,Eristalis sp.,,,,,6,,,
02/06/22,13:11:00,1,2,Medicago lupulina,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,13:12:00,1,2,Ranunculus sp.,Eristalis sp.,,,,,6,,,
02/06/22,13:14:00,1,2,Bellis perennis,Eristalis sp.,,,,,6,,,
02/06/22,13:15:00,1,2,Medicago lupulina,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,13:15:00,1,2,Medicago lupulina,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,13:17:00,1,2,Bellis perennis,,,si,99,,6,,,
02/06/22,13:17:00,1,2,Bellis perennis,Eristalis sp.,,,,,6,,,
02/06/22,13:18:00,1,2,Ranunculus sp.,?=97,,,,,6,,,
02/06/22,13:19:00,1,2,Ranunculus sp.,Eristalis sp.,,,,,6,,,
02/06/22,13:20:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,13:20:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,13:21:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,13:22:00,1,2,Bellis perennis,?=99,,,,,6,,,
02/06/22,13:25:00,1,2,Ranunculus sp.,,,si,100,,6,,,
02/06/22,13:27:00,1,2,Vicia pyrenaica,Bombus pascuorum,,,,,6,,,
02/06/22,13:33:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,13:37:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,13:37:00,1,2,Ranunculus sp.,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,13:38:00,1,2,Thymus praecox subsp. Polytrichus,?=52,,,,,6,,,
02/06/22,13:40:00,1,2,Bellis perennis,?=52,,,,,6,,,
02/06/22,13:41:00,1,2,Vicia pyrenaica,Bombus pascuorum,,,,,6,,,
02/06/22,13:44:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,13:44:00,1,2,Ranunculus sp.,?=64,,,,,6,,,
02/06/22,13:45:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,13:50:00,1,2,Vicia pyrenaica,Bombus pascuorum,,,,,6,,,
02/06/22,13:51:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,13:52:00,1,2,Medicago lupulina,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,13:52:00,1,2,Ranunculus sp.,Eristalis sp.,,,,,6,,,
02/06/22,13:54:00,1,2,Vicia pyrenaica,Bombus pascuorum,,,,,6,,,
02/06/22,13:59:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,14:06:00,1,2,Ranunculus sp.,?=100,,,,,6,,,
02/06/22,14:07:00,1,2,Ranunculus sp.,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,14:07:00,1,2,Ranunculus sp.,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,14:08:00,1,2,Erinus alpinus,?=13,,,,,6,,,
02/06/22,14:11:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,14:11:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,14:12:00,1,2,Lotus corniculatus,Bombus lapidarius,,,,,6,,,
02/06/22,15:35:00,1,3,Ranunculus sp.,?=97,,,,,6,,,
02/06/22,15:36:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,15:36:00,1,3,Medicago lupulina,?=99,,,,,6,,,
02/06/22,15:37:00,1,3,Medicago lupulina,,,si,101,,6,,,
02/06/22,15:40:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,15:42:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,15:45:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,6,,,
02/06/22,15:59:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,16:05:00,1,3,Vicia pyrenaica,?=75,,,,,6,,,
02/06/22,16:13:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,6,,,
02/06/22,16:20:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,16:28:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
02/06/22,16:28:00,1,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
02/06/22,16:33:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,6,,,
02/06/22,16:34:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,6,,,
02/06/22,16:36:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,6,,,
06/06/22,10:37:00,4,1,Erica cinerea,Bombus terrestris,,,,"Templado, sin viento, sol y nubes",6,,,
06/06/22,10:41:00,4,1,Taraxacum sp.,?=13,,,,,6,,,
06/06/22,10:44:00,4,1,Taraxacum sp.,?=13,,,,,6,,,
06/06/22,11:12:00,4,1,Taraxacum sp.,?=11,,,,,6,,,
06/06/22,11:20:00,4,1,Taraxacum sp.,,,si,102,,6,,,
06/06/22,11:25:00,4,1,Taraxacum sp.,Eristalis sp.,,,,eristalis oscura,6,,,
06/06/22,11:28:00,4,1,Taraxacum sp.,Eristalis sp.,,,,eristalis con dibujo en el culo,6,,,
06/06/22,11:28:00,4,1,Taraxacum sp.,Eristalis sp.,,,,culo oscuro,6,,,
06/06/22,11:30:00,4,1,Taraxacum sp.,Eristalis sp.,,,,culo oscuro,6,,,
06/06/22,11:31:00,4,1,Erica tetralix,Erebia meolans,,,,,6,,,
06/06/22,13:05:00,4,2,Taraxacum sp.,Sphaerophoria scripta,,,,,6,,,
06/06/22,13:18:00,4,2,Potentilla erecta,Sphaerophoria scripta,macho,,,,6,,,
06/06/22,13:20:00,4,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,6,,,
06/06/22,13:23:00,4,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
06/06/22,13:24:00,4,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
06/06/22,13:24:00,4,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,6,,,
06/06/22,13:34:00,4,2,Taraxacum sp.,?=69,,,,,6,,,
06/06/22,13:37:00,4,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
06/06/22,13:48:00,4,2,Potentilla erecta,?=13,,,,,6,,,
06/06/22,13:53:00,4,2,Galium mollugo,Sphaerophoria scripta,,,,,6,,,
06/06/22,13:54:00,4,2,Galium mollugo,Eristalis sp.,,,,culo oscuro,6,,,
06/06/22,14:00:00,4,2,Potentilla erecta,,,si,103,,6,,,
06/06/22,15:38:00,4,3,Veronica officinalis,Sphaerophoria scripta,macho,,,,6,,,
06/06/22,15:40:00,4,3,Galium mollugo,Sphaerophoria scripta,macho,,,,6,,,
06/06/22,15:45:00,4,3,Erica cinerea,Erebia meolans,,,,,6,,,
07/06/22,10:30:00,3,1,,,,,,"Niebla, empezamos por el segundo transecto",6,,,
07/06/22,13:30:00,3,2,Trifolium repens,?=6,,,,,6,,,
07/06/22,13:35:00,3,2,Lotus corniculatus,?=11,,,,,6,,,
07/06/22,13:45:00,3,2,Helianthemum nummularium,Sphaerophoria scripta,,,,,6,,,
07/06/22,13:53:00,3,2,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,,,,,6,,,
07/06/22,13:54:00,3,2,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,,,,,6,,,
07/06/22,14:04:00,3,2,Trifolium repens,Apis mellifera,,,,,6,,,
