"","X.x","Planta","Periodo","Bosque","Year","Site","Semillas_viables","scaled_seeds","id_planta","X.y","Degree","Specialization","Closeness","nestedcontribution","match","tot.visits.pl","poll.sp","plant.sp"
"852",852,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",30,-0.434605578680078,"4.02",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"853",853,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",37,-0.00311090949744495,"4.02",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"854",854,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",38,0.058531186100074,"4.02",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"855",855,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",32,-0.31132138748504,"4.02",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"856",856,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",19,-1.11266863025279,"4.09",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"857",857,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",44,0.428383759685188,"4.09",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"858",858,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",11,-1.60580539503294,"4.09",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"859",859,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",33,-0.249679291887521,"4.09",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"860",860,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",31,-0.372963483082559,"5.04",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"861",861,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",24,-0.804458152265191,"5.04",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"862",862,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",16,-1.29759491704534,"5.04",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"863",863,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",34,-0.188037196290002,"5.04",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"864",864,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",35,-0.126395100692483,"5.04",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"865",865,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",39,0.120173281697593,"5.09",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"866",866,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",19,-1.11266863025279,"5.09",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"867",867,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",39,0.120173281697593,"5.09",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"868",868,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",42,0.30509956849015,"5.06",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"869",869,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",41,0.243457472892631,"5.06",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"870",870,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",37,-0.00311090949744495,"5.06",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"871",871,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",24,-0.804458152265191,"5.06",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"872",872,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",34,-0.188037196290002,"5.06",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"873",873,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",22,-0.927742343460229,"(6,06)1",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"874",874,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",61,1.47629938484301,"(6,06)1",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"875",875,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",61,1.47629938484301,"(6,06)1",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"876",876,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",52,0.921520524465339,"(6,06)1",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"877",877,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",53,0.983162620062858,"(6,06)1",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"878",878,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",42,0.30509956849015,"(6,06)1",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"879",879,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",26,-0.681173961070153,"(6,06)1",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"880",880,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",39,0.120173281697593,"(6,06)1",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"881",881,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",56,1.16808890685542,"(6,06)1",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"882",882,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",7,-1.85237377742301,"(6,06)1",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"883",883,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",38,0.058531186100074,"(6,06)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"884",884,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",49,0.736594237672783,"(6,06)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"885",885,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",28,-0.557889769875116,"(6,06)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"886",886,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",49,0.736594237672783,"(6,06)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"887",887,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",0,-2.28386844660565,"(6,06)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"888",888,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",53,0.983162620062858,"6.08",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"889",889,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",51,0.85987842886782,"6.08",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"890",890,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",42,0.30509956849015,"6.08",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"891",891,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",63,1.59958357603805,"6.08",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"892",892,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",4,-2.03730006421557,"(7,08)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"893",893,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",27,-0.619531865472635,"(7,08)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"894",894,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",11,-1.60580539503294,"(7,08)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"895",895,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",17,-1.23595282144782,"(7,08)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"896",896,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",11,-1.60580539503294,"(7,08)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"897",897,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",38,0.058531186100074,"(7,08)2",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"898",898,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",48,0.674952142075264,"(7,08)2",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"899",899,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",47,0.613310046477745,"(7,08)2",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"900",900,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",56,1.16808890685542,"7.09",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"901",901,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",21,-0.989384439057748,"7.09",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"902",902,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",50,0.798236333270302,"7.09",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"903",903,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",46,0.551667950880226,"7.09",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"904",904,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",5,-1.97565796861805,"7.09",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"905",905,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",0,-2.28386844660565,"7.09",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"906",906,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",31,-0.372963483082559,"7.09",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"907",907,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",63,1.59958357603805,"7.09",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"908",908,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",43,0.366741664087669,"7.09",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"909",909,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",36,-0.0647530050949639,"7.09",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"910",910,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",38,0.058531186100074,"7.09",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"911",911,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",0,-2.28386844660565,"7.09",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"912",912,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",36,-0.0647530050949639,"7.09",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"913",913,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",15,-1.35923701264286,"(8,03)1",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"914",914,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",13,-1.4825212038379,"(8,03)1",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"915",915,"Cistus salviifolius",6,"Villamanrique Chaparral",2021,"Doñana",20,-1.05102653465527,"(8,03)1",253,0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"916",916,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",18,-1.17431072585031,"(8,03)2",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"917",917,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",14,-1.42087910824038,"(8,03)2",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"918",918,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",27,-0.619531865472635,"(8,03)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"919",919,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",25,-0.742816056667672,"(8,03)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"920",920,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",25,-0.742816056667672,"(8,03)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"921",921,"Cistus salviifolius",5,"Villamanrique Chaparral",2021,"Doñana",19,-1.11266863025279,"(8,03)2",248,0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"922",922,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",33,-0.249679291887521,"9.06",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"923",923,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",15,-1.35923701264286,"9.06",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"924",924,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",0,-2.28386844660565,"9.06",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"925",925,"Cistus salviifolius",3,"Villamanrique Chaparral",2021,"Doñana",40,0.181815377295112,"9.06",239,0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"926",926,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",27,-0.619531865472635,"9.06",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"927",927,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",13,-1.4825212038379,"9.06",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"928",928,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",30,-0.434605578680078,"9.06",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"929",929,"Cistus salviifolius",4,"Villamanrique Chaparral",2021,"Doñana",27,-0.619531865472635,"9.06",242,0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"930",930,"Halimium halimifolium",5,"Villamanrique Sur",2021,"Doñana",66,2.92269440211221,"1.09",279,0.470588235294118,0.359477124183007,0.252639401580669,0.502275047618876,"Doñana_2021_Villamanrique Sur_5",14,17,3
"931",931,"Halimium halimifolium",5,"Villamanrique Sur",2021,"Doñana",28,0.491193328365285,"1.09",279,0.470588235294118,0.359477124183007,0.252639401580669,0.502275047618876,"Doñana_2021_Villamanrique Sur_5",14,17,3
"932",932,"Halimium halimifolium",5,"Villamanrique Sur",2021,"Doñana",55,2.21883882813284,"1.09",279,0.470588235294118,0.359477124183007,0.252639401580669,0.502275047618876,"Doñana_2021_Villamanrique Sur_5",14,17,3
"933",933,"Halimium halimifolium",5,"Villamanrique Sur",2021,"Doñana",62,2.66674692066517,"1.09",279,0.470588235294118,0.359477124183007,0.252639401580669,0.502275047618876,"Doñana_2021_Villamanrique Sur_5",14,17,3
"934",934,"Halimium halimifolium",5,"Villamanrique Sur",2021,"Doñana",0,-1.30043904176403,"1.09",279,0.470588235294118,0.359477124183007,0.252639401580669,0.502275047618876,"Doñana_2021_Villamanrique Sur_5",14,17,3
"935",935,"Halimium halimifolium",5,"Villamanrique Sur",2021,"Doñana",55,2.21883882813284,"1.09",279,0.470588235294118,0.359477124183007,0.252639401580669,0.502275047618876,"Doñana_2021_Villamanrique Sur_5",14,17,3
"936",936,"Halimium halimifolium",5,"Villamanrique Sur",2021,"Doñana",0,-1.30043904176403,"1.09",279,0.470588235294118,0.359477124183007,0.252639401580669,0.502275047618876,"Doñana_2021_Villamanrique Sur_5",14,17,3
"937",937,"Halimium halimifolium",5,"Villamanrique Sur",2021,"Doñana",62,2.66674692066517,"1.09",279,0.470588235294118,0.359477124183007,0.252639401580669,0.502275047618876,"Doñana_2021_Villamanrique Sur_5",14,17,3
"938",938,"Halimium halimifolium",5,"Villamanrique Sur",2021,"Doñana",57,2.34681256885636,"1.09",279,0.470588235294118,0.359477124183007,0.252639401580669,0.502275047618876,"Doñana_2021_Villamanrique Sur_5",14,17,3
"939",939,"Halimium halimifolium",6,"Villamanrique Sur",2021,"Doñana",47,1.70694386523875,"1.09",281,0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"940",940,"Halimium halimifolium",6,"Villamanrique Sur",2021,"Doñana",46,1.64295699487699,"1.09",281,0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"941",941,"Halimium halimifolium",6,"Villamanrique Sur",2021,"Doñana",43,1.4509963837917,"1.09",281,0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"942",942,"Halimium halimifolium",6,"Villamanrique Sur",2021,"Doñana",32,0.74714080981233,"1.09",281,0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"943",943,"Halimium halimifolium",6,"Villamanrique Sur",2021,"Doñana",51,1.9628913466858,"1.09",281,0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"944",944,"Halimium halimifolium",6,"Villamanrique Sur",2021,"Doñana",16,-0.27664911597585,"1.09",281,0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"945",945,"Halimium halimifolium",6,"Villamanrique Sur",2021,"Doñana",47,1.70694386523875,"1.09",281,0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"946",946,"Halimium halimifolium",6,"Villamanrique Sur",2021,"Doñana",44,1.51498325415347,"1.09",281,0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"947",947,"Halimium halimifolium",7,"Villamanrique Sur",2021,"Doñana",45,1.57897012451523,"1.09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"948",948,"Halimium halimifolium",6,"Villamanrique Sur",2021,"Doñana",41,1.32302264306818,"(3,01)1",281,0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"949",949,"Halimium halimifolium",6,"Villamanrique Sur",2021,"Doñana",28,0.491193328365285,"(3,01)1",281,0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"950",950,"Halimium halimifolium",6,"Villamanrique Sur",2021,"Doñana",11,-0.596583467784657,"(3,01)1",281,0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"951",951,"Halimium halimifolium",6,"Villamanrique Sur",2021,"Doñana",26,0.363219587641763,"(3,01)1",281,0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"952",952,"Halimium halimifolium",7,"Villamanrique Sur",2021,"Doñana",20,-0.0207016345288052,"(3,01)1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"953",953,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",21,-0.413739524655801,"(3,06)1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"954",954,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",25,-0.167445636477069,"(3,06)1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"955",955,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",21,-0.413739524655801,"(3,06)1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"956",956,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",29,0.0788482517016635,"(3,06)1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"957",957,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",18,-0.59845994078985,"(3,06)2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"958",958,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",26,-0.105872164432386,"(3,06)2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"959",959,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",23,-0.290592580566435,"(3,06)2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"960",960,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",24,-0.229019108521752,"(3,06)2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"961",961,"Cistus crispus",6,"Villamanrique Sur",2021,"Doñana",47,1.18717074850596,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"962",962,"Cistus crispus",6,"Villamanrique Sur",2021,"Doñana",57,1.80290546895279,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"963",963,"Cistus crispus",6,"Villamanrique Sur",2021,"Doñana",58,1.86447894099747,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"964",964,"Cistus crispus",6,"Villamanrique Sur",2021,"Doñana",55,1.67975852486342,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"965",965,"Cistus crispus",6,"Villamanrique Sur",2021,"Doñana",56,1.7413319969081,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"966",966,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",34,0.386715611925079,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"967",967,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",31,0.20199519579103,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"968",968,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",32,0.263568667835713,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"969",969,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",32,0.263568667835713,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"970",970,"Cistus crispus",7,"Villamanrique Sur",2021,"Doñana",41,0.81772991623786,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"971",971,"Cistus crispus",8,"Villamanrique Sur",2021,"Doñana",16,-0.721606884879216,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"972",972,"Cistus crispus",8,"Villamanrique Sur",2021,"Doñana",7,-1.27576813328136,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"973",973,"Cistus crispus",8,"Villamanrique Sur",2021,"Doñana",0,-1.70678243759414,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"974",974,"Cistus crispus",8,"Villamanrique Sur",2021,"Doñana",25,-0.167445636477069,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"975",975,"Cistus crispus",8,"Villamanrique Sur",2021,"Doñana",24,-0.229019108521752,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"976",976,"Cistus crispus",8,"Villamanrique Sur",2021,"Doñana",27,-0.0442986923877025,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"977",977,"Cistus crispus",8,"Villamanrique Sur",2021,"Doñana",7,-1.27576813328136,"5.04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"978",978,"Cistus crispus",6,"Villamanrique Sur",2021,"Doñana",50,1.37189116464001,"6.06",NA,NA,NA,NA,NA,NA,NA,NA,NA
