"","Site","Year","Periodo","Planta","Bosque","fruit_set"
"1326","Gorbea","2022","3","Scilla verna","5",1
"1327","Gorbea","2022","3","Scilla verna","5",1
"1328","Gorbea","2022","3","Scilla verna","5",1
"1329","Gorbea","2022","3","Scilla verna","5",1
"1330","Gorbea","2022","3","Pedicularis sylvatica","5",0.7
"1331","Gorbea","2022","3","Pedicularis sylvatica","5",0.7
"1332","Gorbea","2022","3","Pedicularis sylvatica","5",0.7
"1333","Gorbea","2022","3","Pedicularis sylvatica","5",0.7
"1334","Gorbea","2022","3","Pedicularis sylvatica","5",0.7
"1335","Gorbea","2022","3","Pedicularis sylvatica","5",0.7
"1336","Gorbea","2022","3","Pedicularis sylvatica","5",0.7
"1337","Gorbea","2022","3","Pedicularis sylvatica","5",0.833333333333333
"1338","Gorbea","2022","3","Pedicularis sylvatica","5",0.833333333333333
"1339","Gorbea","2022","3","Pedicularis sylvatica","5",0.833333333333333
"1340","Gorbea","2022","3","Pedicularis sylvatica","5",0.833333333333333
"1341","Gorbea","2022","3","Pedicularis sylvatica","5",0.833333333333333
"1342","Gorbea","2022","3","Pedicularis sylvatica","5",0
"1343","Gorbea","2022","3","Pedicularis sylvatica","5",0.166666666666667
"1344","Gorbea","2022","3","Pedicularis sylvatica","5",0.571428571428571
"1345","Gorbea","2022","3","Pedicularis sylvatica","5",0.571428571428571
"1346","Gorbea","2022","3","Pedicularis sylvatica","5",0.571428571428571
"1347","Gorbea","2022","3","Pedicularis sylvatica","5",0.571428571428571
"1348","Gorbea","2022","4","Helleborus viridis","1",0.8
"1349","Gorbea","2022","4","Helleborus viridis","1",0.8
"1350","Gorbea","2022","4","Helleborus viridis","1",0.8
"1351","Gorbea","2022","4","Helleborus viridis","1",0.8
"1352","Gorbea","2022","4","Helleborus viridis","1",0.8
"1353","Gorbea","2022","4","Helleborus viridis","1",0.8
"1354","Gorbea","2022","4","Helleborus viridis","1",0.8
"1355","Gorbea","2022","4","Helleborus viridis","1",0.8
"1356","Gorbea","2022","4","Helleborus viridis","1",1
"1357","Gorbea","2022","4","Helleborus viridis","1",1
"1358","Gorbea","2022","4","Helleborus viridis","1",1
"1359","Gorbea","2022","4","Helleborus viridis","1",1
"1360","Gorbea","2022","4","Helleborus viridis","1",1
"1361","Gorbea","2022","4","Helleborus viridis","1",1
"1362","Gorbea","2022","4","Helleborus viridis","1",1
"1363","Gorbea","2022","4","Helleborus viridis","1",1
"1364","Gorbea","2022","4","Helleborus viridis","1",1
"1365","Gorbea","2022","4","Helleborus viridis","1",1
"1366","Gorbea","2022","4","Vicia pyrenaica","1",0.5
"1367","Gorbea","2022","4","Vicia pyrenaica","1",0.5
"1368","Gorbea","2022","4","Vicia pyrenaica","1",0.5
"1369","Gorbea","2022","4","Vicia pyrenaica","1",0.5
"1370","Gorbea","2022","4","Vicia pyrenaica","1",0.5
"1371","Gorbea","2022","4","Vicia pyrenaica","1",0.333333333333333
"1372","Gorbea","2022","4","Vicia pyrenaica","1",0
"1373","Gorbea","2022","4","Vicia pyrenaica","1",1
"1374","Gorbea","2022","4","Vicia pyrenaica","1",0.5
"1375","Gorbea","2022","3","Lathyrus linifolius","3",0
"1376","Gorbea","2022","3","Lathyrus linifolius","3",0
"1377","Gorbea","2022","3","Lathyrus linifolius","3",0.5
"1378","Gorbea","2022","3","Lathyrus linifolius","3",0.5
"1379","Gorbea","2022","3","Lathyrus linifolius","3",0.333333333333333
"1380","Gorbea","2022","3","Lathyrus linifolius","3",1
"1381","Gorbea","2022","3","Lathyrus linifolius","3",0
"1382","Gorbea","2022","3","Vicia pyrenaica","3",1
"1383","Gorbea","2022","3","Vicia pyrenaica","3",1
"1384","Gorbea","2022","3","Vicia pyrenaica","3",1
"1385","Gorbea","2022","3","Vicia pyrenaica","3",1
"1386","Gorbea","2022","3","Vicia pyrenaica","3",1
"1387","Gorbea","2022","3","Vicia pyrenaica","3",1
"1388","Gorbea","2022","3","Vicia pyrenaica","3",1
"1389","Gorbea","2022","4","Lathyrus linifolius","4",0
"1390","Gorbea","2022","4","Lathyrus linifolius","4",0
"1391","Gorbea","2022","4","Lathyrus linifolius","4",1
"1392","Gorbea","2022","4","Lathyrus linifolius","4",1
"1393","Gorbea","2022","4","Lathyrus linifolius","4",1
"1394","Gorbea","2022","4","Lathyrus linifolius","4",1
"1395","Gorbea","2022","4","Scilla verna","5",0.714285714285714
"1396","Gorbea","2022","4","Scilla verna","5",0.714285714285714
"1397","Gorbea","2022","4","Scilla verna","5",0.714285714285714
"1398","Gorbea","2022","4","Scilla verna","5",0.714285714285714
"1399","Gorbea","2022","4","Scilla verna","5",0.714285714285714
"1400","Gorbea","2022","4","Scilla verna","5",0.25
"1401","Gorbea","2022","4","Scilla verna","5",0.75
"1402","Gorbea","2022","4","Scilla verna","5",0.75
"1403","Gorbea","2022","4","Scilla verna","5",0.75
"1404","Gorbea","2022","4","Scilla verna","5",1
"1405","Gorbea","2022","4","Scilla verna","5",1
"1406","Gorbea","2022","4","Scilla verna","5",1
"1407","Gorbea","2022","4","Scilla verna","5",1
"1408","Gorbea","2022","4","Scilla verna","5",1
"1409","Gorbea","2022","4","Scilla verna","5",1
"1410","Gorbea","2022","4","Scilla verna","5",1
"1411","Gorbea","2022","4","Scilla verna","5",1
"1412","Gorbea","2022","4","Scilla verna","5",1
"1413","Gorbea","2022","4","Scilla verna","5",1
"1414","Gorbea","2022","4","Scilla verna","5",1
"1415","Gorbea","2022","4","Scilla verna","5",1
"1416","Gorbea","2022","4","Scilla verna","5",1
"1417","Gorbea","2022","4","Scilla verna","5",1
"1418","Gorbea","2022","4","Scilla verna","5",1
"1419","Gorbea","2022","4","Scilla verna","5",0.333333333333333
"1420","Gorbea","2022","4","Scilla verna","5",0.333333333333333
"1421","Gorbea","2022","4","Vicia pyrenaica","3",1
"1422","Gorbea","2022","4","Vicia pyrenaica","3",1
"1423","Gorbea","2022","4","Vicia pyrenaica","3",1
"1424","Gorbea","2022","4","Vicia pyrenaica","3",1
"1425","Gorbea","2022","4","Vicia pyrenaica","3",1
"1426","Gorbea","2022","4","Vicia pyrenaica","3",0
"1427","Gorbea","2022","4","Lotus corniculatus","3",0
"1428","Gorbea","2022","4","Lotus corniculatus","3",0.25
"1429","Gorbea","2022","4","Lotus corniculatus","3",0.333333333333333
"1430","Gorbea","2022","4","Lotus corniculatus","3",0
"1431","Gorbea","2022","4","Lotus corniculatus","3",0.5
"1432","Gorbea","2022","4","Lotus corniculatus","3",0.5
"1433","Gorbea","2022","4","Lotus corniculatus","3",0
"1434","Gorbea","2022","4","Lotus corniculatus","3",1
"1435","Gorbea","2022","4","Lotus corniculatus","3",1
"1436","Gorbea","2022","4","Lotus corniculatus","3",1
"1437","Gorbea","2022","4","Lotus corniculatus","3",1
"1438","Gorbea","2022","4","Lotus corniculatus","3",0
"1439","Gorbea","2022","4","Lotus corniculatus","3",0.25
"1440","Gorbea","2022","4","Lathyrus linifolius","3",0.333333333333333
"1441","Gorbea","2022","4","Lathyrus linifolius","3",0.25
"1442","Gorbea","2022","4","Lathyrus linifolius","3",0
"1443","Gorbea","2022","4","Lathyrus linifolius","3",0
"1444","Gorbea","2022","4","Lathyrus linifolius","3",0.5
"1445","Gorbea","2022","4","Lathyrus linifolius","3",0
"1446","Gorbea","2022","4","Lathyrus linifolius","3",0.25
"1447","Gorbea","2022","5","Vicia pyrenaica","1",0
"1448","Gorbea","2022","5","Vicia pyrenaica","1",1
"1449","Gorbea","2022","5","Vicia pyrenaica","1",1
"1450","Gorbea","2022","5","Vicia pyrenaica","1",0
"1451","Gorbea","2022","5","Vicia pyrenaica","1",1
"1452","Gorbea","2022","5","Vicia pyrenaica","1",1
"1453","Gorbea","2022","5","Vicia pyrenaica","1",1
"1454","Gorbea","2022","5","Vicia pyrenaica","1",1
"1455","Gorbea","2022","5","Vicia pyrenaica","1",1
"1456","Gorbea","2022","5","Vicia pyrenaica","1",1
"1457","Gorbea","2022","5","Erysimum gorbeanum","1",0.818181818181818
"1458","Gorbea","2022","5","Erysimum gorbeanum","1",0.818181818181818
"1459","Gorbea","2022","5","Erysimum gorbeanum","1",0.818181818181818
"1460","Gorbea","2022","5","Erysimum gorbeanum","1",0.818181818181818
"1461","Gorbea","2022","5","Erysimum gorbeanum","1",0.818181818181818
"1462","Gorbea","2022","5","Erysimum gorbeanum","1",0.818181818181818
"1463","Gorbea","2022","5","Erysimum gorbeanum","1",0.818181818181818
"1464","Gorbea","2022","5","Erysimum gorbeanum","1",0.818181818181818
"1465","Gorbea","2022","5","Erysimum gorbeanum","1",0.818181818181818
"1466","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1467","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1468","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1469","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1470","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1471","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1472","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1473","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1474","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1475","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1476","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1477","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1478","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1479","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1480","Gorbea","2022","5","Erysimum gorbeanum","1",0.5
"1481","Gorbea","2022","5","Erysimum gorbeanum","1",0.5
"1482","Gorbea","2022","5","Erysimum gorbeanum","1",0.5
"1483","Gorbea","2022","5","Erysimum gorbeanum","1",0.5
"1484","Gorbea","2022","5","Erysimum gorbeanum","1",0.857142857142857
"1485","Gorbea","2022","5","Erysimum gorbeanum","1",0.461538461538462
"1486","Gorbea","2022","5","Erysimum gorbeanum","1",0.461538461538462
"1487","Gorbea","2022","5","Erysimum gorbeanum","1",0.461538461538462
"1488","Gorbea","2022","5","Erysimum gorbeanum","1",0.461538461538462
"1489","Gorbea","2022","5","Erysimum gorbeanum","1",0.461538461538462
"1490","Gorbea","2022","5","Erysimum gorbeanum","1",0.461538461538462
"1491","Gorbea","2022","5","Erysimum gorbeanum","1",0.454545454545455
"1492","Gorbea","2022","5","Erysimum gorbeanum","1",0.454545454545455
"1493","Gorbea","2022","5","Erysimum gorbeanum","1",0.454545454545455
"1494","Gorbea","2022","5","Erysimum gorbeanum","1",0.454545454545455
"1495","Gorbea","2022","5","Erysimum gorbeanum","1",0.454545454545455
"1496","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1497","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1498","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1499","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1500","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1501","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1502","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1503","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1504","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1505","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1506","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1507","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1508","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1509","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1510","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1511","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1512","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1513","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1514","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1515","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1516","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1517","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1518","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1519","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1520","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1521","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1522","Gorbea","2022","5","Erysimum gorbeanum","1",1
"1523","Gorbea","2022","5","Lotus corniculatus","3",0
"1524","Gorbea","2022","5","Lotus corniculatus","3",0
"1525","Gorbea","2022","5","Lotus corniculatus","3",1
"1526","Gorbea","2022","5","Lotus corniculatus","3",1
"1527","Gorbea","2022","5","Lotus corniculatus","3",1
"1528","Gorbea","2022","5","Lotus corniculatus","3",0.333333333333333
"1529","Gorbea","2022","5","Lotus corniculatus","3",0
"1530","Gorbea","2022","5","Lotus corniculatus","3",0
"1531","Gorbea","2022","5","Lotus corniculatus","3",1
"1532","Gorbea","2022","5","Lotus corniculatus","3",1
"1533","Gorbea","2022","5","Lotus corniculatus","3",1
"1534","Gorbea","2022","5","Lotus corniculatus","3",1
"1535","Gorbea","2022","6","Vicia pyrenaica","1",1
"1536","Gorbea","2022","6","Vicia pyrenaica","1",1
"1537","Gorbea","2022","6","Vicia pyrenaica","1",0
"1538","Gorbea","2022","6","Vicia pyrenaica","1",0
"1539","Gorbea","2022","6","Vicia pyrenaica","1",0
"1540","Gorbea","2022","6","Vicia pyrenaica","1",0.5
"1541","Gorbea","2022","6","Vicia pyrenaica","1",1
"1542","Gorbea","2022","6","Vicia pyrenaica","1",0
"1543","Gorbea","2022","6","Vicia pyrenaica","1",1
"1544","Gorbea","2022","6","Vicia pyrenaica","1",0
"1545","Gorbea","2022","6","Lotus corniculatus","1",1
"1546","Gorbea","2022","6","Lotus corniculatus","1",0.666666666666667
"1547","Gorbea","2022","6","Lotus corniculatus","1",0.333333333333333
"1548","Gorbea","2022","6","Lotus corniculatus","1",0.5
"1549","Gorbea","2022","6","Lotus corniculatus","1",1
"1550","Gorbea","2022","6","Lotus corniculatus","1",0
"1551","Gorbea","2022","6","Lotus corniculatus","1",0
"1552","Gorbea","2022","6","Lotus corniculatus","1",0
"1553","Gorbea","2022","6","Lotus corniculatus","1",0
"1554","Gorbea","2022","6","Lotus corniculatus","1",0.333333333333333
"1555","Gorbea","2022","6","Lotus corniculatus","3",0.333333333333333
"1556","Gorbea","2022","6","Lotus corniculatus","3",0.75
"1557","Gorbea","2022","6","Lotus corniculatus","3",0.75
"1558","Gorbea","2022","6","Lotus corniculatus","3",0.75
"1559","Gorbea","2022","6","Lotus corniculatus","3",0.5
"1560","Gorbea","2022","6","Lotus corniculatus","3",0.5
"1561","Gorbea","2022","6","Lotus corniculatus","3",1
"1562","Gorbea","2022","6","Lotus corniculatus","3",1
"1563","Gorbea","2022","6","Lotus corniculatus","3",1
"1564","Gorbea","2022","6","Lotus corniculatus","3",1
"1565","Gorbea","2022","1","Hepatica nobilis","1",0
"1566","Gorbea","2022","1","Hepatica nobilis","1",0
"1567","Gorbea","2022","1","Helleborus viridis","1",0
"1568","Gorbea","2022","1","Helleborus viridis","1",0
"1569","Gorbea","2022","1","Helleborus viridis","1",0
"1570","Gorbea","2022","1","Helleborus viridis","1",0
"1571","Gorbea","2022","1","Primula veris","1",0
"1572","Gorbea","2022","1","Primula veris","1",0
"1573","Gorbea","2022","1","Primula veris","1",0
"1574","Gorbea","2022","1","Hepatica nobilis","2",0
"1575","Gorbea","2022","1","Hepatica nobilis","2",0
"1576","Gorbea","2022","1","Helleborus viridis","2",0
"1577","Gorbea","2022","1","Helleborus viridis","2",0
"1578","Gorbea","2022","1","Helleborus viridis","2",0
"1579","Gorbea","2022","1","Oxalis acetosella","2",0
"1580","Gorbea","2022","1","Oxalis acetosella","2",0
"1581","Gorbea","2022","1","Erythronium dens-canis","4",0
"1582","Gorbea","2022","1","Erythronium dens-canis","4",0
"1583","Gorbea","2022","2","Helleborus viridis","2",0
"1584","Gorbea","2022","2","Helleborus viridis","2",0
"1585","Gorbea","2022","2","Helleborus viridis","2",0
"1586","Gorbea","2022","2","Helleborus viridis","2",0
"1587","Gorbea","2022","2","Helleborus viridis","2",0
"1588","Gorbea","2022","2","Oxalis acetosella","2",0
"1589","Gorbea","2022","2","Oxalis acetosella","2",0
"1590","Gorbea","2022","2","Oxalis acetosella","2",0
"1591","Gorbea","2022","2","Oxalis acetosella","2",0
"1592","Gorbea","2022","2","Scilla verna","4",0
"1593","Gorbea","2022","2","Scilla verna","4",0
"1594","Gorbea","2022","2","Scilla verna","4",0
"1595","Gorbea","2022","2","Scilla verna","4",0
"1596","Gorbea","2022","2","Scilla verna","4",0
"1597","Gorbea","2022","2","Scilla verna","4",0.1
"1598","Gorbea","2022","2","Scilla verna","4",0
"1599","Gorbea","2022","2","Scilla verna","4",0
"1600","Gorbea","2022","2","Scilla verna","4",0
"1601","Gorbea","2022","2","Scilla verna","4",0
"1602","Gorbea","2022","2","Scilla verna","5",0
"1603","Gorbea","2022","2","Scilla verna","5",1
"1604","Gorbea","2022","2","Scilla verna","5",1
"1605","Gorbea","2022","2","Scilla verna","5",1
"1606","Gorbea","2022","2","Scilla verna","5",1
"1607","Gorbea","2022","2","Scilla verna","5",1
"1608","Gorbea","2022","2","Scilla verna","5",0.666666666666667
"1609","Gorbea","2022","2","Scilla verna","5",0.666666666666667
"1610","Gorbea","2022","2","Scilla verna","5",0.666666666666667
"1611","Gorbea","2022","2","Scilla verna","5",0.666666666666667
"1612","Gorbea","2022","2","Scilla verna","5",0
"1613","Gorbea","2022","2","Scilla verna","5",0
"1614","Gorbea","2022","2","Scilla verna","5",0
"1615","Gorbea","2022","2","Scilla verna","5",0
"1616","Gorbea","2022","2","Pedicularis sylvatica","5",0.142857142857143
"1617","Gorbea","2022","2","Pedicularis sylvatica","5",0
"1618","Gorbea","2022","2","Pedicularis sylvatica","5",0
"1619","Gorbea","2022","2","Pedicularis sylvatica","5",0
"1620","Gorbea","2022","2","Pedicularis sylvatica","5",0
"1621","Gorbea","2022","2","Pedicularis sylvatica","5",0
"1622","Gorbea","2022","2","Pedicularis sylvatica","5",0
"1623","Gorbea","2022","2","Pedicularis sylvatica","5",0
"1624","Gorbea","2022","2","Pedicularis sylvatica","5",0.125
"1625","Gorbea","2022","3","Helleborus viridis","1",0
"1626","Gorbea","2022","3","Helleborus viridis","1",0
"1627","Gorbea","2022","3","Helleborus viridis","1",0
"1628","Gorbea","2022","3","Helleborus viridis","1",0
"1629","Gorbea","2022","3","Helleborus viridis","1",0
"1630","Gorbea","2022","2","Lathyrus linifolius","3",0
"1631","Gorbea","2022","2","Lathyrus linifolius","3",0
"1632","Gorbea","2022","2","Lathyrus linifolius","3",0
"1633","Gorbea","2022","2","Lathyrus linifolius","3",0
"1634","Gorbea","2022","2","Lathyrus linifolius","3",0
"1635","Gorbea","2022","2","Lathyrus linifolius","3",0
"1636","Gorbea","2022","4","Vicia pyrenaica","1",0
"1637","Gorbea","2022","3","Lathyrus linifolius","3",0
"1638","Gorbea","2022","3","Lathyrus linifolius","3",0
"1639","Gorbea","2022","3","Vicia pyrenaica","3",0
"1640","Gorbea","2022","3","Vicia pyrenaica","3",0
"1641","Gorbea","2022","3","Vicia pyrenaica","3",0
"1642","Gorbea","2022","3","Vicia pyrenaica","3",0
"1643","Gorbea","2022","4","Vicia pyrenaica","3",0
"1644","Gorbea","2022","4","Vicia pyrenaica","3",0
"1645","Gorbea","2022","4","Vicia pyrenaica","3",0
"1646","Gorbea","2022","4","Vicia pyrenaica","3",0
"1647","Gorbea","2022","6","Lotus corniculatus","3",0
"1648","Gorbea","2022","6","Lotus corniculatus","3",0
"1649","Gorbea","2022","6","Lotus corniculatus","3",0
"1650","Gorbea","2022","6","Lotus corniculatus","3",0
"1651","Gorbea","2022","6","Lotus corniculatus","3",0
"1652","Gorbea","2022","6","Lotus corniculatus","3",0
"1653","Gorbea","2022","6","Lotus corniculatus","3",0
"1654","Gorbea","2022","6","Lotus corniculatus","3",0
