"Site","Year","Bosque","Periodo","Species","Degree","Specialization","Closeness","nestedcontribution"
"Gorbea","2022","2","6","Veronica officinalis",0.153846153846154,0.0216668577324315,0.780743912860204,-0.797015419168733
"Gorbea","2022","2","6","Vicia sp.",0.0769230769230769,0.0231504164625184,0.594316128917787,-0.850089213982438
"Gorbea","2022","2","7","Bellis perennis",0.714285714285714,0.137206183073506,0.28987133897264,1.34788352824066
"Gorbea","2022","2","7","Myosotis lamottiana",0.285714285714286,0.0619914761720263,0,-0.107190946398932
"Gorbea","2022","2","7","Plantago sp.",0.142857142857143,0.0300782323254233,0.574507892893274,0.0111010093993136
"Gorbea","2022","2","7","Potentilla erecta",0.285714285714286,0.0371948857032158,0.581093563110916,0.17162978022094
"Gorbea","2022","2","7","Ranunculus sp.",0.285714285714286,0.0898876404494382,0.156259401776547,-0.0557572268515418
"Gorbea","2022","2","7","Trifolium repens",0.285714285714286,0.0192616372391653,0.802432082689209,-0.735541788089619
"Gorbea","2022","4","2","Bellis perennis",0.222222222222222,0.266666666666667,0.384939607886966,-0.0773713400552139
"Gorbea","2022","4","2","Scilla verna",0.222222222222222,0.16,0.827804566205902,-1.6666014250379
"Gorbea","2022","4","2","Taraxacum officinale",0.666666666666667,0.3,0.654378864686388,-0.38951686078596
"Gorbea","2022","4","2","Vaccinium myrtillus",0.111111111111111,0,1,-1.33835339218481
"Gorbea","2022","4","3","Bellis perennis",0.444444444444444,0.256,0.620132419157532,0.27800487887924
"Gorbea","2022","4","3","Potentilla erecta",0.333333333333333,0.174545454545455,0.343335747752738,-0.432536514462819
"Gorbea","2022","4","3","Scilla verna",0.111111111111111,0.182857142857143,0.760435559886395,-1.44217068136206
"Gorbea","2022","4","3","Taraxacum officinale",0.777777777777778,0.194782608695652,0.686265218722953,0.722291679376244
"Gorbea","2022","4","4","Bellis perennis",0.125,0.102127659574468,0,-0.569695497261236
"Gorbea","2022","4","4","Lathyrus linifolius",0.125,0,0.613147192765458,-0.996112671972818
"Gorbea","2022","4","4","Pedicularis sylvatica subsp. sylvatica",0.125,0,0.613147192765458,-0.822743713344565
"Gorbea","2022","4","4","Potentilla erecta",0.625,0.275862068965517,0.552206795597836,0.45379862981291
"Gorbea","2022","4","4","Ranunculus sp.",0.375,0.181818181818182,0.324153048786245,-0.0180754114385084
"Gorbea","2022","4","4","Taraxacum officinale",0.5,0.358208955223881,0.658689851089755,0.737050646778235
"Gorbea","2022","4","5","Polygala vulgaris",0.285714285714286,0.19047619047619,0.140281300147803,0.705263403547015
"Gorbea","2022","4","5","Potentilla erecta",0.428571428571429,0.285714285714286,0.47870397138568,0.480203407810575
"Gorbea","2022","4","5","Ranunculus sp.",0.285714285714286,0.228571428571429,0.386852807234541,-0.200516836309707
"Gorbea","2022","4","5","Veronica officinalis",0.428571428571429,0.114285714285714,0.806573596382729,-0.319146125436981
"Gorbea","2022","4","6","Bellis perennis",0.111111111111111,0.3125,0.279149608586854,0.771283223328351
"Gorbea","2022","4","6","Erica cinerea",0.222222222222222,0,0.822816179864442,-0.235801903183007
"Gorbea","2022","4","6","Erica tetralix",0.111111111111111,0,0.698970004336019,-0.25010145142644
"Gorbea","2022","4","6","Galium mollugo",0.222222222222222,0.227272727272727,0.036386914251926,1.20425149471701
"Gorbea","2022","4","6","Potentilla erecta",0.333333333333333,0.333333333333333,0.288447339676059,1.06605904171293
"Gorbea","2022","4","6","Taraxacum sp.",0.666666666666667,0.223214285714286,0.450430428305271,1.43459050624429
"Gorbea","2022","4","6","Veronica officinalis",0.111111111111111,0.104166666666667,0,0.740104539390566
"Gorbea","2022","4","7","Bellis perennis",0.0769230769230769,0.136363636363636,0,-0.911552635799261
"Gorbea","2022","4","7","Erica cinerea",0.615384615384615,0,0.758720409815404,0.322044303926596
"Gorbea","2022","4","7","Erica tetralix",0.153846153846154,0,0.425407125746528,0.579778412015686
"Gorbea","2022","4","7","Galium mollugo",0.0769230769230769,0.272727272727273,0.149185748506944,-0.768783058304654
"Gorbea","2022","4","7","Polygala vulgaris",0.0769230769230769,0,1,-1.23396000309598
"Gorbea","2022","4","7","Potentilla erecta",0.230769230769231,1.09090909090909,0.612358708538407,-0.542129200404905
"Gorbea","2022","4","7","Taraxacum sp.",0.0769230769230769,0,1,-1.44956603555136
"Gorbea","2022","5","3","Pedicularis sylvatica subsp. sylvatica",0.25,0,1,-1.67541765994543
"Gorbea","2022","5","3","Potentilla erecta",0.125,1.33333333333333,0.731491384062898,-0.202568235450851
"Gorbea","2022","5","3","Scilla verna",0.75,0.666666666666667,0.602660777625167,-0.144907971258966
"Gorbea","2022","5","4","Daboecia cantabrica",0.0666666666666667,0,1,-1.10394938270032
"Gorbea","2022","5","4","Pedicularis sylvatica subsp. sylvatica",0.266666666666667,0,1,-1.08751165264808
"Gorbea","2022","5","4","Potentilla erecta",0.466666666666667,0.233698487219614,0.39704541647082,1.06844554429981
"Gorbea","2022","5","4","Ranunculus sp.",0.0666666666666667,0.167601945379723,0.78570571386068,-0.211495370970049
"Gorbea","2022","5","4","Scilla verna",0.266666666666667,0.161616161616162,0.40269331407894,0.327054851609777
"Gorbea","2022","5","4","Scorzonera humilis",0.133333333333333,0.0740740740740741,0.366338501827267,-0.329284785836752
"Gorbea","2022","5","5","Daboecia cantabrica",0.1875,0.0979591836734694,0.621157929354434,0.044798909090543
"Gorbea","2022","5","5","Pedicularis sylvatica subsp. sylvatica",0.0625,0.104956268221574,0.673901429578212,-0.432993981455033
"Gorbea","2022","5","5","Potentilla erecta",0.25,0.104471705579739,0.695158872621965,-0.0374726636794406
"Gorbea","2022","5","5","Ranunculus sp.",0.3125,0.131945022907122,0.636748500517234,-0.170357531408488
"Gorbea","2022","5","5","Scorzonera humilis",0.5625,0.0979591836734694,0.489305845744995,0.985976031395799
"Gorbea","2022","5","6","Daboecia cantabrica",0.444444444444444,0.0952380952380952,0.798484858099498,-0.375071773756345
"Gorbea","2022","5","6","Erica tetralix",0.111111111111111,0.101587301587302,0.684535123214271,-2.06579238101217
"Gorbea","2022","5","6","Potentilla erecta",0.444444444444444,0.217687074829932,0.196630181469298,-0.44401093331485
"Gorbea","2022","5","6","Ranunculus sp.",0.333333333333333,0.211640211640212,0.57838846691951,-1.16346032356124
"Gorbea","2022","5","6","Scorzonera humilis",0.222222222222222,0,1,-1.64986367643601
"Gorbea","2022","5","7","Erica cinerea",0.428571428571429,0,1,-1.13852772555265
"Gorbea","2022","5","7","Potentilla erecta",0.428571428571429,1.93548387096774,0.856091324106637,-0.306287323962248
"Gorbea","2022","5","7","Taraxacum sp.",0.285714285714286,0.0645161290322581,0.50985925482779,-0.0848248272133028
"Gorbea","2022","3","1","Bellis perennis",0.1,0.0581818181818182,0.386852807234542,-0.253583707571891
"Gorbea","2022","3","1","Helleborus viridis subsp. occidentalis",0.1,0.0692640692640693,0.226294385530917,0.448782290183214
"Gorbea","2022","3","1","Hippocrepis comosa",0.1,0,1,-0.715511302161846
"Gorbea","2022","3","1","Lathyrus linifolius",0.2,0.111888111888112,0.861098992885067,0.0507274754830398
"Gorbea","2022","3","1","Potentilla erecta",0.2,0.0808080808080808,0,-0.426330233202454
"Gorbea","2022","3","1","Potentilla montana",0.1,0.0632411067193676,0.386852807234542,0.0219704082596148
"Gorbea","2022","3","1","Scilla verna",0.8,0.140762463343109,0.433879952289557,1.7018712270974
"Gorbea","2022","3","1","Taraxacum officinale",0.2,0.0890538033395176,0.203795047090506,0.406787065368069
"Gorbea","2022","3","2","Bellis perennis",0.333333333333333,NA,NA,-0.632410229799743
"Gorbea","2022","3","2","Helleborus viridis subsp. occidentalis",0.333333333333333,NA,NA,-0.469017647120966
"Gorbea","2022","3","2","Lathyrus linifolius",0.333333333333333,NA,NA,-0.689360057713513
"Gorbea","2022","3","3","Bellis perennis",0.142857142857143,0,1,-0.780189497605494
"Gorbea","2022","3","3","Hippocrepis comosa",0.142857142857143,0,1,-0.756385878265269
"Gorbea","2022","3","3","Lathyrus linifolius",0.285714285714286,0,0.462756426319518,0.0357429455403422
"Gorbea","2022","3","3","Pilosella officinarum",0.142857142857143,0.244897959183673,0.317393805514015,-0.414140142098817
"Gorbea","2022","3","3","Potentilla montana",0.285714285714286,0.685714285714286,0.612280013389412,0.435315414217832
"Gorbea","2022","3","3","Ranunculus sp.",0.285714285714286,0.228571428571429,0.537243573680482,-0.670961023995296
"Gorbea","2022","3","3","Vicia pyrenaica",0.142857142857143,0,0.793265393723166,0.706164468667032
"Gorbea","2022","3","4"," Thymus praecox subsp. polytrichus",0.0833333333333333,0,1,-1.24772697563644
"Gorbea","2022","3","4","Bellis perennis",0.166666666666667,0.149068322981366,0.193999638973595,0.443437134114953
"Gorbea","2022","3","4","Helianthemum nummularium",0.166666666666667,0.108695652173913,0.675042382524732,-0.588670424742143
"Gorbea","2022","3","4","Hippocrepis comosa",0.0833333333333333,0,1,-1.05163752793043
"Gorbea","2022","3","4","Lotus corniculatus",0.0833333333333333,0,1,-0.875250778296489
"Gorbea","2022","3","4","Pilosella officinarum",0.0833333333333333,0,1,-0.940192366788122
"Gorbea","2022","3","4","Potentilla erecta",0.25,0.186335403726708,0.219905337268893,0.476429016264158
"Gorbea","2022","3","4","Potentilla montana",0.0833333333333333,0.208695652173913,0.632799566768314,0.876612061550545
"Gorbea","2022","3","4","Ranunculus sp.",0.416666666666667,0.189723320158103,0.272208270003705,1.1032023749361
"Gorbea","2022","3","4","Vicia pyrenaica",0.166666666666667,0,1,-1.22960974043587
"Gorbea","2022","3","5"," Thymus praecox subsp. polytrichus",0.181818181818182,0.194444444444444,0.294057519104477,0.467053590715694
"Gorbea","2022","3","5","Bellis perennis",0.0909090909090909,0.194444444444444,0.353984985057691,0.0484631176988222
"Gorbea","2022","3","5","Helianthemum nummularium",0.181818181818182,0,1,-1.23552579954962
"Gorbea","2022","3","5","Lotus corniculatus",0.454545454545455,0.12962962962963,0.664685093387436,0.510322107831594
"Gorbea","2022","3","5","Potentilla erecta",0.0909090909090909,0.194444444444444,0.461195203304334,0.130565219649646
"Gorbea","2022","3","5","Ranunculus sp.",0.363636363636364,0.291666666666667,0.466962546267966,0.921353777560096
"Gorbea","2022","3","5","Trifolium repens",0.0909090909090909,0,1,-0.998372458231787
"Gorbea","2022","3","6"," Thymus praecox subsp. polytrichus",0.3,0.0730752501087429,0.604933815569822,-0.415803444100209
"Gorbea","2022","3","6","Bellis perennis",0.1,0.0458140169075539,0.569323441926607,-1.59731091946304
"Gorbea","2022","3","6","Helianthemum nummularium",0.3,0.0514075887392901,0.375803649418215,-1.13971729804235
"Gorbea","2022","3","6","Lotus corniculatus",0.4,0.0609800362976406,0.683640818120436,-0.515967548635909
"Gorbea","2022","3","6","Plantago sp.",0.1,0.030281182408075,0.569323441926607,-0.788539170440054
"Gorbea","2022","3","6","Teucrium pyrenaicum L. subsp. pyrenaicum",0.2,0.0458140169075539,0.644869023478425,-0.174862507055419
"Gorbea","2022","3","6","Trifolium repens",0.2,0.0401913875598086,0.537243573680482,-0.501960366206923
"Gorbea","2022","3","6","Vicia pyrenaica",0.1,0.0323886639676113,0.138646883853214,-1.14633244117388
"Gorbea","2022","3","7"," Thymus praecox subsp. polytrichus",0.0833333333333333,0.0762423417290674,0.205561833741771,0.733695511265002
"Gorbea","2022","3","7","Achillea millefolium",0.25,0.0795040461880649,0.371243608473054,0.710965288712344
"Gorbea","2022","3","7","Bellis perennis",0.0833333333333333,0.0273546580260683,0.737350464962806,-0.958143426081479
"Gorbea","2022","3","7","Dianthus hyssopifolius subsp. Hyssopifolius",0.0833333333333333,0.0339048041896651,0.583710336134201,-0.186035426939063
"Gorbea","2022","3","7","Helianthemum nummularium",0.0833333333333333,0.033866188239563,0.583710336134201,-0.924257006521269
"Gorbea","2022","3","7","Potentilla erecta",0.0833333333333333,0.037638624397894,0,0.756242915828341
"Gorbea","2022","3","7","Prunella grandiflora",0.333333333333333,0.0748980183232652,0.394056068570757,1.77503730682831
"Gorbea","2022","3","7","Ranunculus sp.",0.0833333333333333,0.037638624397894,0,0.662538610939678
"Gorbea","2022","3","7","Taraxacum sp.",0.416666666666667,0.0965406275140789,0.347644188880097,1.79113982635856
"Gorbea","2022","3","7","Teucrium pyrenaicum L. subsp. pyrenaicum",0.25,0.039646017699115,0.238313197564658,0.6866455632951
"Gorbea","2022","3","7","Trifolium pratense",0.416666666666667,0.0543592564430279,0.661341258394011,1.21074511713757
